"","Phylo","Species","Family","Order","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"295","Phalacrocorax carbo","Phalacrocorax_carbo","Phalacrocoracidae","Suliformes",82.7,57,13.2,18.3,64.2,340.2,124.2,211.7,37.1,148.2,2529,"Wetland",3,"2","Carnivore","Aquatic predator","Aquatic",-47.29,76.41,11.89,76.82,24540701.98,"Extant"
"296","Aythya nyroca","Aythya_nyroca","Anatidae","Anseriformes",41.2,27.5,18.4,12.5,28.6,182.5,89.1,93.2,48.9,53,574,"Wetland",3,"3","Herbivore","Herbivore aquatic","Aquatic",23.54,57.76,46.16,49.61,6827514.86,"Extant"
"297","Hymenolaimus malacorhynchos","Hymenolaimus_malacorhynchos","Anatidae","Anseriformes",42.2,30.1,16.1,14.7,42.2,228.2,100.2,128.1,43.8,100.5,830,"Riverine",3,"1","Carnivore","Aquatic predator","Aquatic",-45.92,-37.78,-41.63,172.68,54832.86,"Extant"
"298","Pelecanoides magellani","Pelecanoides_magellani","Pelecanoididae","Procellariiformes",26.3,12.3,5.8,6,26.1,125.6,60.5,63.8,48.6,41.4,134,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-57.5,-39.59,-51.13,-68.88,1187555.99,"Extant"
"299","Anhinga melanogaster","Anhinga_melanogaster","Anhingidae","Suliformes",88,75.2,10.4,13.8,41.9,342.2,135.7,209.8,39.2,237.8,1480.1,"Wetland",3,"2","Carnivore","Aquatic predator","Aquatic",-10.44,33.76,15.9,92.29,6866922.36,"Extant"
"300","Cerorhinca monocerata","Cerorhinca_monocerata","Alcidae","Charadriiformes",48.5,25.5,8.5,17.6,29.4,178.8,92.9,85.8,52,51.2,482.2,"Marine",3,"3","Carnivore","Aquatic predator","Aquatic",33.18,60.51,50.73,-51.05,316387.33,"Extant"
"301","Odontophorus balliviani","Odontophorus_balliviani","Odontophoridae","Galliformes",20,11.6,9.1,11.2,45.6,141.8,22.6,119.2,15.9,61.9,317.4,"Forest",1,"1","Herbivore","Omnivore","Terrestrial",-17.64,-11.35,-14.6,-69.47,90660.55,"Extant"
"302","Ardeotis australis","Ardeotis_australis","Otididae","Otidiformes",79.3,42,19.4,18.9,175.5,592.5,260.5,332,44,304,4182.4,"Grassland",3,"1","Omnivore","Omnivore","Terrestrial",-38.04,-6.56,-24.05,133.41,6717248.95,"Extant"
"303","Cisticola cinereolus","Cisticola_cinereolus","Cisticolidae","Passeriformes",13.5,7.6,2.6,3.3,20.4,60,6.6,53.4,11,52.2,17,"Desert",3,"1","Carnivore","Invertivore","Terrestrial",-4.24,10.55,2.83,40.29,614939.78,"Extant"
"304","Amytornis goyderi","Amytornis_goyderi","Maluridae","Passeriformes",13.6,7.3,3.7,6.1,22.4,57.7,4.1,53.4,7.1,77.5,16.7,"Grassland",3,"1","Omnivore","Granivore","Terrestrial",-29.38,-23.18,-26,137.83,227659.69,"Extant"
"305","Catharus minimus","Catharus_minimus","Turdidae","Passeriformes",16.4,9.2,4.5,4,30,100.8,30.7,68.9,30.8,69.2,31.6,"Forest",2,"3","Carnivore","Invertivore","Terrestrial",46.61,71.39,62.09,-78.35,5090368.26,"Extant"
"306","Mycteria cinerea","Mycteria_cinerea","Ciconiidae","Ciconiiformes",228.2,206.5,35.9,45,214.1,476.6,216.2,258.2,45.5,156.4,2393,"Coastal",3,"2","Carnivore","Aquatic predator","Terrestrial",-8.01,13.91,0.12,104.46,87615.95,"Extant"
"307","Branta hutchinsii","Branta_hutchinsii","Anatidae","Anseriformes",42.1,20.9,17.1,12.3,71,396.3,176.6,219.7,44.6,120.7,2811.7,"Grassland",3,"3","Herbivore","Herbivore terrestrial","Terrestrial",52.33,71.39,66.72,-124.78,1274687.67,"Extant"
"308","Galerida deva","Galerida_deva","Alaudidae","Passeriformes",13.2,9.2,5,5.6,19.8,83.4,24.8,59.2,29.5,50.6,19.9,"Grassland",2,"1","Omnivore","Omnivore","Terrestrial",10.9,27.65,20.38,76.24,832847.98,"Extant"
"309","Napothera crassa","Napothera_crassa","Timaliidae","Passeriformes",16.1,9,3.7,4.8,27.5,68.4,4.3,64.2,6.3,48.2,26.8,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",0.92,6.28,3.46,115.46,34993.36,"Extant"
"310","Gallicolumba kubaryi","Gallicolumba_kubaryi","Columbidae","Columbiformes",21.1,11.2,3.4,4.8,32.4,146,40.8,105.2,27.8,81.2,162,"Forest",1,"1","Omnivore","Omnivore","Terrestrial",6.79,7.46,6.98,156.95,426.86,"Extant"
"311","Phrygilus erythronotus","Phrygilus_erythronotus","Emberizidae","Passeriformes",14.6,10.1,5.7,6.7,24.4,101.9,20,80.9,19.9,70.2,20.7,"Grassland",3,"1","Herbivore","Granivore","Terrestrial",-21.07,-16.1,-18.72,-67.88,138756.51,"Extant"
"312","Haematopus bachmani","Haematopus_bachmani","Haematopodidae","Charadriiformes",77.5,58.5,8.1,11.5,49.8,247.4,103.8,142.2,42.2,99.2,555,"Coastal",3,"1","Carnivore","Aquatic predator","Terrestrial",26.59,61.36,52.29,-137.49,259151.13,"Extant"
"313","Eupodotis gindiana","Eupodotis_gindiana","Otididae","Otidiformes",34.9,18.9,8.9,8.9,76.9,253,92.1,158.1,37,135.6,782.3,"Shrubland",3,"1","Omnivore","Omnivore","Terrestrial",-8.54,11.99,3.04,40.95,1777669.92,"Extant"
"314","Passer swainsonii","Passer_swainsonii","Passeridae","Passeriformes",15,9.9,6.5,8.1,19.5,87,17.4,68.3,20.2,70.6,31.6,"Shrubland",2,"1","Herbivore","Granivore","Terrestrial",2.24,17.05,9.31,38.83,752104.1,"Extant"
"315","Eremiornis carteri","Eremiornis_carteri","Sylviidae","Passeriformes",14.8,8,2.7,3.3,15.3,54.4,7.4,47.2,13.6,64.7,12.2,"Grassland",3,"1","Carnivore","Invertivore","Terrestrial",-26.78,-16.85,-21.84,130.39,1881674.61,"Extant"
"316","Anser cygnoides","Anser_cygnoides","Anatidae","Anseriformes",92.7,42.5,24.2,19.9,76.1,422.2,195,227.2,46.1,122.8,3511.9,"Wetland",3,"3","Herbivore","Herbivore terrestrial","Terrestrial",44.39,54.42,49.8,112.53,2166055.01,"Extant"
"317","Seiurus motacilla","Seiurus_motacilla","Parulidae","Passeriformes",17.1,11,4.2,4.5,22.3,79.8,23.6,56.1,29.7,49,19.9,"Forest",1,"3","Carnivore","Invertivore","Terrestrial",28.69,46.45,37.78,-85.92,2411690.61,"Extant"
"318","Psephotus chrysopterygius","Psephotus_chrysopterygius","Psittacidae","Psittaciformes",13.7,10.6,7.3,12.2,14.6,107.8,46.7,61.1,43.3,111,46.8,"Forest",2,"1","Herbivore","Granivore","Terrestrial",-17.03,-14.8,-15.62,143.47,2870.38,"Extant"
"319","Gymnogyps californianus","Gymnogyps_californianus","Cathartidae","Accipitriformes",96.5,65.3,33.2,39,115.8,788,323.5,464.5,41.1,350.8,8442.7,"Shrubland",3,"1","Scavenger","Scavenger","Terrestrial",30.72,37.44,35.94,-117.33,101747.84,"Extant"
"320","Carpodacus puniceus","Carpodacus_puniceus","Fringillidae","Passeriformes",17.1,12.6,8.3,9.1,24,107.7,26.5,80.1,24.8,83.4,46.6,"Grassland",3,"2","Herbivore","Omnivore","Terrestrial",25.95,45.71,34.78,88.31,3485769.61,"Extant"
"321","Platalea regia","Platalea_regia","Threskiornithidae","Pelecaniformes",174.3,153.5,26.6,13.8,120.3,352.6,129.5,223.8,36.6,108.6,1723.5,"Wetland",3,"2","Carnivore","Aquatic predator","Terrestrial",-47.29,-4.29,-24.28,138.38,5888747.88,"Extant"
"322","Scytalopus bolivianus","Scytalopus_bolivianus","Rhinocryptidae","Passeriformes",13.4,6.9,3.3,4.1,22.4,52.8,6.6,46.6,12.4,36.4,20.8,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",-19.82,-12.67,-15.52,-68.07,64274.24,"Extant"
"323","Chen caerulescens","Chen_caerulescens","Anatidae","Anseriformes",61.8,36,19.4,24.7,76.7,411.8,214.5,194.2,52.5,123.5,2636.2,"Grassland",3,"3","Herbivore","Herbivore terrestrial","Terrestrial",50.94,81.71,72.41,-90.29,582038.07,"Extant"
"324","Vidua fischeri","Vidua_fischeri","Viduidae","Passeriformes",10.2,6.1,4.1,5.9,14.5,67.3,14.9,52.4,22.2,41.7,12.2,"Shrubland",3,"1","Herbivore","Granivore","Terrestrial",-7.48,10.7,3.44,40.01,1423681.72,"Extant"
"325","Odontophorus melanotis","Odontophorus_melanotis","Odontophoridae","Galliformes",19.6,11.1,8.9,12.1,41.9,139.5,33.5,106,24.1,56.2,335,"Forest",1,"1","Herbivore","Omnivore","Terrestrial",7.81,16.03,12.49,-83.89,128032.3,"Extant"
"326","Hylopezus nattereri","Hylopezus_nattereri","Formicariidae","Passeriformes",18.6,10.7,4.2,4.5,38.7,76.5,7.8,68.5,10.2,36.5,32,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",-30.33,-22.03,-26.38,-51.45,493987,"Extant"
"327","Mirafra williamsi","Mirafra_williamsi","Alaudidae","Passeriformes",14,9.8,5.7,6.6,21.5,83.3,14.7,68.6,17.7,57.7,29.2,"Desert",2,"1","Omnivore","Omnivore","Terrestrial",0.41,3.74,2.21,37.95,30949.62,"Extant"
"328","Vidua regia","Vidua_regia","Viduidae","Passeriformes",11.4,6.2,4.1,6,15.3,70.2,16.2,54,23.1,42.9,14.4,"Shrubland",3,"1","Herbivore","Granivore","Terrestrial",-28.51,-14.29,-21.5,23.43,1955547.72,"Extant"
"329","Neotis denhami","Neotis_denhami","Otididae","Otidiformes",92.4,46.2,17.6,15.1,153.3,558.8,245.8,313,43.9,316.2,3970.2,"Grassland",3,"1","Carnivore","Omnivore","Terrestrial",-34.84,17.08,1.84,18.01,7660206.48,"Extant"
"330","Arborophila davidi","Arborophila_davidi","Phasianidae","Galliformes",25.1,8.8,5.1,7.1,36.5,130,34.3,95.7,26.4,49.3,241,"Forest",1,"1","Herbivore","Omnivore","Terrestrial",11.13,12.41,11.87,107.3,4465.39,"Extant"
"331","Grallaria capitalis","Grallaria_capitalis","Formicariidae","Passeriformes",23.5,13.8,6.4,8.4,45.5,91.3,8,84.3,8.6,50.4,73.7,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",-13.33,-8.94,-10.31,-75.4,12133.27,"Extant"
"332","Crypturellus obsoletus","Crypturellus_obsoletus","Tinamidae","Tinamiformes",30.9,11.1,5.4,4.5,45.9,160,35.8,124.4,22.4,54.2,443.4,"Forest",1,"1","Herbivore","Omnivore","Terrestrial",-33.84,11.35,-18.17,-56.76,1841826.27,"Extant"
"333","Vidua codringtoni","Vidua_codringtoni","Viduidae","Passeriformes",10.1,6.2,4.3,5.9,14.7,67.2,14.3,52.9,21.2,42.3,12.8,"Forest",2,"1","Herbivore","Granivore","Terrestrial",-24.51,-7.02,-15.67,30.87,219031.2,"Extant"
"334","Anthus novaeseelandiae","Anthus_novaeseelandiae","Motacillidae","Passeriformes",15.5,9.2,3.4,3.9,25.6,83.8,19.7,67.2,22.6,65.1,24.1,"Grassland",3,"1","Carnivore","Invertivore","Terrestrial",-52.62,-5.1,-27.09,135.73,6479742.4,"Extant"
"335","Garrulax canorus","Garrulax_canorus","Timaliidae","Passeriformes",23.9,13.6,5.2,7,36.4,92.4,6.4,86,7,104.1,62.8,"Shrubland",2,"1","Carnivore","Invertivore","Terrestrial",16.52,35.77,27.21,110.37,1868020.76,"Extant"
"336","Grallaria dignissima","Grallaria_dignissima","Formicariidae","Passeriformes",27.8,16.6,8.8,10.7,55.5,100.5,9.2,94.7,8.9,32.5,110,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",-5.01,0.63,-2.35,-74.4,386285.83,"Extant"
"337","Tringa erythropus","Tringa_erythropus","Scolopacidae","Charadriiformes",63,50.4,4.1,5.7,57.2,163.4,83,80.5,50.8,63.4,158,"Grassland",3,"3","Carnivore","Aquatic predator","Terrestrial",61.03,74.53,68.35,105.22,3716042.92,"Extant"
"338","Euplectes progne","Euplectes_progne","Ploceidae","Passeriformes",17.9,11.1,6.8,8.7,24.8,120.4,17.6,97.4,16.3,239.2,35.1,"Grassland",3,"1","Herbivore","Granivore","Terrestrial",-34.21,1.37,-24.06,27.14,697864.82,"Extant"
"339","Eupodotis savilei","Eupodotis_savilei","Otididae","Otidiformes",38.2,20.4,9,8.3,73.8,244.5,82.4,162.1,33.7,122,712.1,"Shrubland",3,"1","Omnivore","Omnivore","Terrestrial",3.49,16.94,13.54,8.03,1057430.55,"Extant"
"340","Pellorneum capistratum","Pellorneum_capistratum","Timaliidae","Passeriformes",17.9,9.9,3.9,4.1,29.3,67.9,4.8,62.9,7,50.8,25.1,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",-8.78,11.59,0.46,108.23,1422436.61,"Extant"
"341","Grallaria griseonucha","Grallaria_griseonucha","Formicariidae","Passeriformes",21,12,5,6.9,45.3,83,8.8,74.3,10.6,36.8,44.8,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",7.45,9.52,8.51,-71.19,8253.14,"Extant"
"342","Columbina talpacoti","Columbina_talpacoti","Columbidae","Columbiformes",14.2,8.3,3.1,3.6,16.4,86.8,17.7,70.1,19.9,65.8,46,"Human Modified",3,"2","Herbivore","Granivore","Terrestrial",-35.43,28.04,-7.62,-60.71,14617238.71,"Extant"
"343","Turtur chalcospilos","Turtur_chalcospilos","Columbidae","Columbiformes",16.5,7.4,2.6,3.2,18.5,110.5,31.4,79.4,28.4,74.6,60.6,"Shrubland",2,"1","Herbivore","Granivore","Terrestrial",-34.21,11.26,-10.42,31.73,5888722.68,"Extant"
"344","Emberiza cineracea","Emberiza_cineracea","Emberizidae","Passeriformes",13.9,8.2,4.4,5.9,19.9,91,21.8,69.2,24,67.8,24.3,"Shrubland",3,"3","Omnivore","Omnivore","Terrestrial",35.22,39.48,37.47,39.61,105439.34,"Extant"
"345","Corvus corax","Corvus_corax","Corvidae","Passeriformes",77,49.2,21.9,27.9,67.1,419.7,167.2,252.7,39.8,228.7,928,"Forest",3,"2","Omnivore","Omnivore","Terrestrial",12.76,83.11,54.65,18.59,52288449.5,"Extant"
"346","Rallina leucospila","Rallina_leucospila","Rallidae","Gruiformes",24,13.1,4.5,8,36.3,106.8,1.4,105.4,1.3,64,120,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",-2.9,-0.44,-1.11,133.31,16734.29,"Extant"
"347","Zenaida macroura","Zenaida_macroura","Columbidae","Columbiformes",19.6,9.3,2.7,3.4,19.6,144.4,53.1,91.6,36.6,122.2,118.9,"Human Modified",3,"1","Herbivore","Granivore","Terrestrial",7.45,56.32,39.64,-99.32,11131808.01,"Extant"
"348","Podoces biddulphi","Podoces_biddulphi","Corvidae","Passeriformes",53.8,40.8,9.5,10.3,44.4,148.6,35.6,112.9,24,99.3,130.5,"Desert",3,"2","Omnivore","Omnivore","Terrestrial",36.73,42.12,39.5,83.1,420108.26,"Extant"
"349","Porzana porzana","Porzana_porzana","Rallidae","Gruiformes",19.8,10.4,2.5,5,28.7,112.9,39,73.9,34.5,45,87.1,"Wetland",1,"3","Omnivore","Aquatic predator","Terrestrial",24.02,65.92,54.44,55.52,10691863.17,"Extant"
"350","Cursorius cursor","Cursorius_cursor","Glareolidae","Charadriiformes",27.1,17.1,5,4.5,51.2,151.5,70.2,81.2,46.4,57.2,138,"Desert",3,"2","Carnivore","Invertivore","Terrestrial",12.3,40.93,30.88,35.77,3131259.74,"Extant"
"351","Sarothrura watersi","Sarothrura_watersi","Rallidae","Gruiformes",15.2,7,2.2,3.2,23.5,69.5,15.8,53.7,22.7,42.8,26.5,"Wetland",1,"1","Omnivore","Aquatic predator","Terrestrial",-22.06,-14.52,-19.38,47.82,12305.12,"Extant"
"352","Toxostoma curvirostre","Toxostoma_curvirostre","Mimidae","Passeriformes",35.2,23.7,6.1,6.5,32.4,111.6,19.8,92.2,17.7,109.2,80.5,"Shrubland",3,"1","Omnivore","Invertivore","Terrestrial",16.71,37.97,27.84,-103.65,2044910.56,"Extant"
"353","Phrygilus gayi","Phrygilus_gayi","Emberizidae","Passeriformes",14.1,9.5,5.9,7.5,19.8,82,17.1,63.3,21.2,67,25.6,"Shrubland",2,"1","Herbivore","Granivore","Terrestrial",-54.44,-25.03,-40.29,-70.13,845438.93,"Extant"
"354","Upucerthia serrana","Upucerthia_serrana","Furnariidae","Passeriformes",29.3,19.7,4.2,5.3,28.6,83,7.5,75.8,9,85.2,48.7,"Shrubland",2,"1","Carnivore","Invertivore","Terrestrial",-13.26,-6.06,-9.58,-76.94,92999.64,"Extant"
"355","Calandrella cheleensis","Calandrella_cheleensis","Alaudidae","Passeriformes",11.7,7.2,3.8,4.6,18.4,86.6,24.4,61.8,28.4,63.4,22.2,"Grassland",3,"2","Omnivore","Omnivore","Terrestrial",NA,NA,NA,NA,NA,"Extant"
"356","Numenius minutus","Numenius_minutus","Scolopacidae","Charadriiformes",46.4,33.2,4.2,4.7,47.6,175,99.5,77.8,56.1,75.6,173,"Grassland",3,"3","Carnivore","Aquatic predator","Terrestrial",62.11,71.69,67.89,134.75,966958.06,"Extant"
"357","Cyrtonyx montezumae","Cyrtonyx_montezumae","Odontophoridae","Galliformes",15.5,9,7.9,9.3,28.2,117.9,28.4,89.4,24.1,42.6,185.4,"Forest",2,"1","Herbivore","Omnivore","Terrestrial",15.82,34.42,24.36,-103.71,845772.95,"Extant"
"358","Motacilla grandis","Motacilla_grandis","Motacillidae","Passeriformes",17.9,11.2,2.9,3.7,25.5,93.9,26.9,66.7,28.7,99.6,30.2,"Riverine",3,"1","Carnivore","Invertivore","Terrestrial",30.99,45.52,37.55,137.02,413664.86,"Extant"
"359","Crypturellus cinnamomeus","Crypturellus_cinnamomeus","Tinamidae","Tinamiformes",27.6,11.2,5.5,5.1,44.3,160.8,37.8,124.1,23.3,45,422,"Forest",1,"1","Herbivore","Omnivore","Terrestrial",9.55,25.41,18.57,-94.01,711230.61,"Extant"
"360","Tinamus osgoodi","Tinamus_osgoodi","Tinamidae","Tinamiformes",45.6,12.9,7.1,7.9,70.6,232,40.5,191.6,17.4,69.7,1285,"Forest",1,"1","Herbivore","Omnivore","Terrestrial",-13.91,7.15,-11.05,-72.42,28701.74,"Extant"
"361","Rallus semiplumbeus","Rallus_semiplumbeus","Rallidae","Gruiformes",41.1,28.1,3.6,6.1,37.8,105,24,81,22.7,41.5,84.1,"Wetland",2,"1","Carnivore","Aquatic predator","Terrestrial",4.27,5.56,4.68,-74.18,728.49,"Extant"
"362","Grallaria carrikeri","Grallaria_carrikeri","Formicariidae","Passeriformes",25.4,15.9,7.4,10.4,59.2,107.2,7.6,100.1,7.1,63.5,109.1,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",-9.34,-5.26,-7.18,-77.3,29971.08,"Extant"
"363","Calidris minuta","Calidris_minuta","Scolopacidae","Charadriiformes",20.4,14.8,2.5,3.3,21.5,93.2,46.7,45.6,50.6,35.6,21.1,"Grassland",3,"3","Carnivore","Aquatic predator","Terrestrial",63.36,78.34,71.29,95.22,1734619.92,"Extant"
"364","Cryptospiza shelleyi","Cryptospiza_shelleyi","Estrildidae","Passeriformes",12.1,9.5,6.8,8,21.4,64,10.1,53.9,15.8,49,17.6,"Forest",1,"1","Herbivore","Granivore","Terrestrial",-5.3,0.83,-2.14,29.05,46042.02,"Extant"
"365","Charadrius bicinctus","Charadrius_bicinctus","Charadriidae","Charadriiformes",19.2,13.2,3.4,3.8,30.6,127.4,68.8,58.2,54.1,55.8,59.4,"Riverine",3,"2","Carnivore","Aquatic predator","Terrestrial",-52.61,-34.14,-41.81,171.52,270351.2,"Extant"
"366","Vanellus vanellus","Vanellus_vanellus","Charadriidae","Charadriiformes",28.1,14.9,4.6,5.5,48.3,222.5,89.1,132.9,40.2,103.2,218.4,"Wetland",3,"2","Carnivore","Omnivore","Terrestrial",31.16,71.19,52.6,61.57,18594755.95,"Extant"
"367","Agelasticus thilius","Agelasticus_thilius","Icteridae","Passeriformes",23,15.5,4.6,7.1,26.4,93.4,16.8,75.2,18.3,75.4,31.5,"Wetland",2,"1","Carnivore","Aquatic predator","Terrestrial",-52.55,-13.04,-33.99,-63.8,2226093.79,"Extant"
"368","Geococcyx velox","Geococcyx_velox","Cuculidae","Cuculiformes",42.8,24.9,8.7,10.8,47.7,141.7,9.3,133.8,6.5,269.3,179.9,"Shrubland",2,"1","Carnivore","Invertivore","Terrestrial",12.65,27.93,18.34,-96.96,517104.33,"Extant"
"369","Anthus pallidiventris","Anthus_pallidiventris","Motacillidae","Passeriformes",17.1,11,4.2,5,31.3,93,19.7,73.3,21.3,68.1,31,"Grassland",3,"1","Carnivore","Invertivore","Terrestrial",-10.56,5.59,-2.53,13.88,942199.86,"Extant"
"370","Recurvirostra avosetta","Recurvirostra_avosetta","Recurvirostridae","Charadriiformes",83.7,69.8,6.4,4.7,86.9,217.9,107.8,109.2,49.7,79.4,304,"Wetland",3,"2","Carnivore","Aquatic predator","Terrestrial",-34.84,59.14,25.97,62.92,17136961.53,"Extant"
"371","Grallina cyanoleuca","Grallina_cyanoleuca","Monarchidae","Passeriformes",26.2,15.6,5.7,5.5,41.7,172.1,46.3,127.8,26.6,115.5,82.6,"Grassland",2,"1","Carnivore","Aquatic predator","Terrestrial",-40,-8.33,-25.59,133.55,6745925.59,"Extant"
"372","Platalea ajaja","Platalea_ajaja","Threskiornithidae","Pelecaniformes",159.8,126.6,27.6,17.1,97.7,349,119.3,235.9,33.6,93.6,1490,"Wetland",3,"2","Carnivore","Aquatic predator","Terrestrial",-40.09,30.37,-13.91,-60.03,7917712.48,"Extant"
"373","Zoothera imbricata","Zoothera_imbricata","Turdidae","Passeriformes",30.8,19.8,5.5,7.3,28,121.8,31.6,90.2,26,74.5,134.1,"Forest",1,"3","Carnivore","Invertivore","Terrestrial",6.48,7.5,6.99,80.3,6316.49,"Extant"
"374","Egretta novaehollandiae","Egretta_novaehollandiae","Ardeidae","Pelecaniformes",80.9,68,9.4,11.5,89,298.4,110.8,184.8,37.5,114.8,558.6,"Wetland",3,"1","Carnivore","Aquatic predator","Terrestrial",-48.02,-4.66,-29.89,144.63,2680426.22,"Extant"
"375","Corvus splendens","Corvus_splendens","Corvidae","Passeriformes",49.7,31.5,13.9,16.7,45.9,258.2,93.8,163.9,36.3,151.9,292.6,"Human Modified",3,"1","Omnivore","Omnivore","Terrestrial",5.92,35.52,23.16,80.57,4469957.42,"Extant"
"376","Leptoptilos crumeniferus","Leptoptilos_crumeniferus","Ciconiidae","Ciconiiformes",316,257,47.7,71.2,265.5,708.5,291.2,401.2,42,266.3,6067.9,"Grassland",3,"1","Omnivore","Omnivore","Terrestrial",-32.01,16.94,-3.07,25.26,12361408.84,"Extant"
"377","Ardea purpurea","Ardea_purpurea","Ardeidae","Pelecaniformes",125.9,102.5,13.6,19.6,117.5,349.7,118.2,230.8,33.9,113.2,1064.5,"Wetland",3,"3","Carnivore","Aquatic predator","Terrestrial",-34.84,53.18,14.68,50.93,34922824.77,"Extant"
"378","Zoothera princei","Zoothera_princei","Turdidae","Passeriformes",20.3,12.5,5.7,6.9,33.5,106.5,26,80.5,24.4,75.5,65.4,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",0.34,9.56,5.09,4.12,453480.78,"Extant"
"379","Gallicolumba menagei","Gallicolumba_menagei","Columbidae","Columbiformes",23.4,10.4,3.5,5.2,34.6,158.5,47.9,110.7,30.2,97.5,196,"Forest",1,"1","Herbivore","Omnivore","Terrestrial",5.05,5.35,5.2,120.05,585.5,"Extant"
"380","Geopelia cuneata","Geopelia_cuneata","Columbidae","Columbiformes",12.8,6.3,2.2,2.4,13.8,89.2,31.8,57.5,35.6,100.4,31.6,"Grassland",2,"1","Herbivore","Granivore","Terrestrial",-36.58,-10.69,-23.58,135.1,5703540.33,"Extant"
"381","Tesia castaneocoronata","Tesia_castaneocoronata","Sylviidae","Passeriformes",11,5.6,2.5,2.1,21.4,48,6.6,41.4,13.8,22.8,8.9,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",16.29,32.85,25.85,98.2,1980546.83,"Extant"
"382","Agelastes niger","Agelastes_niger","Numididae","Galliformes",27.5,16,10.8,9.6,69.7,210.4,37.7,172.3,18,135.8,700,"Forest",1,"1","Omnivore","Omnivore","Terrestrial",-5.43,6.16,1.1,16.74,764292.38,"Extant"
"383","Rallus madagascariensis","Rallus_madagascariensis","Rallidae","Gruiformes",55.6,42,4.8,7.4,37.6,105.8,21.2,84.5,20.1,40,114,"Wetland",2,"1","Carnivore","Aquatic predator","Terrestrial",-25.06,-14.18,-19.14,48.36,149530.83,"Extant"
"384","Centropus leucogaster","Centropus_leucogaster","Cuculidae","Cuculiformes",41.8,26.6,10.4,16,53.2,196,13,183,6.7,301,307.8,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",0.1,13.12,5.96,4.16,1335483.71,"Extant"
"385","Mirafra sabota","Mirafra_sabota","Alaudidae","Passeriformes",16.3,9.7,4.1,4.8,21.6,82.1,15,65.9,18.5,52.1,24.7,"Grassland",3,"1","Herbivore","Granivore","Terrestrial",-33.34,-5.15,-23.72,22.85,2588939.44,"Extant"
"386","Emberizoides ypiranganus","Emberizoides_ypiranganus","Emberizidae","Passeriformes",13.4,8.5,5.5,6,20.1,62,7.1,54,11.7,88.6,20.1,"Wetland",3,"1","Omnivore","Granivore","Terrestrial",-33.29,-22.16,-28.22,-54.49,649452.65,"Extant"
"387","Philomachus pugnax","Philomachus_pugnax","Scolopacidae","Charadriiformes",37.6,26.7,3.8,5.1,42.9,163.7,85.3,81.9,51,60,131.7,"Wetland",3,"3","Carnivore","Aquatic predator","Terrestrial",47.67,75.23,64.07,75.55,8562266.88,"Extant"
"388","Turdus cardis","Turdus_cardis","Turdidae","Passeriformes",23.5,12.5,4.7,6,29.4,115,33.6,81.1,29.2,76.9,58.9,"Forest",1,"3","Omnivore","Invertivore","Terrestrial",25.53,45.52,34.4,125.98,700863.37,"Extant"
"389","Rhea pennata","Rhea_pennata","Rheidae","Rheiformes",69.8,33.5,24.8,16,293.2,625,0.4,629.1,0.1,58.4,23900,"Grassland",3,"1","Herbivore","Omnivore","Terrestrial",-53.54,-16.21,-37.47,-68.64,1085320.8,"Extant"
"390","Gallinula ventralis","Gallinula_ventralis","Rallidae","Gruiformes",28.8,11.5,5.5,9.4,54.5,205.4,79,125,38.8,83,386.3,"Wetland",2,"2","Herbivore","Omnivore","Terrestrial",-38.91,-14.76,-27.18,134.26,4599237.18,"Extant"
"391","Garrulax maximus","Garrulax_maximus","Timaliidae","Passeriformes",31.1,20.7,7,7.8,43.9,132.8,8.7,126.6,6.4,175.5,120.5,"Forest",2,"1","Carnivore","Invertivore","Terrestrial",26.22,36.38,31.3,100.86,530133.34,"Extant"
"392","Sclerurus albigularis","Sclerurus_albigularis","Furnariidae","Passeriformes",22.9,15.9,4,4.8,21.3,85.9,15.5,72.7,17.5,63.5,34.8,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",-18.89,11.35,-6.68,-70.25,522646.45,"Extant"
"393","Sericornis keri","Sericornis_keri","Acanthizidae","Passeriformes",14.4,7.6,2.6,3.1,22.2,57.2,5.7,49,10.4,42.3,11.4,"Forest",1,"2","Carnivore","Invertivore","Terrestrial",-19.19,-15.66,-17.46,145.62,24710.75,"Extant"
