"","Phylo","Species","Family","Order","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"237","Luscinia pectoralis","Luscinia_pectoralis","Muscicapidae","Passeriformes",15.9,9.3,3.3,3.7,29.6,70.8,10.6,58.8,15.3,63.1,23.3,"Grassland",2,"2","Carnivore","Invertivore","Terrestrial",24.94,45.41,34.86,92.81,2990311.5,"Extant"
"238","Theristicus caudatus","Theristicus_caudatus","Threskiornithidae","Pelecaniformes",151.7,124.3,13,15.9,80.3,393,127.5,266.8,32.2,215.4,1726,"Grassland",3,"2","Carnivore","Omnivore","Terrestrial",-33.82,11.73,-14.89,-55.23,5146136.12,"Extant"
"239","Francolinus icterorhynchus","Francolinus_icterorhynchus","Phasianidae","Galliformes",28.3,17.2,9.3,9.8,49.3,167.8,36.7,131.1,21.9,68.5,571,"Grassland",3,"1","Omnivore","Omnivore","Terrestrial",-1.16,9.71,5.24,24.42,1444290.43,"Extant"
"240","Coturnix delegorguei","Coturnix_delegorguei","Phasianidae","Galliformes",13.5,7.2,4.8,5.2,23.1,90.6,33.9,56.3,37.6,31.2,76,"Grassland",3,"3","Herbivore","Granivore","Terrestrial",-29.54,17.55,-6.74,28.1,9153237.05,"Extant"
"241","Macronyx croceus","Macronyx_croceus","Motacillidae","Passeriformes",19.6,10.3,4.1,5.8,34.7,93.4,14.6,78.8,15.6,75.9,47.1,"Grassland",3,"1","Carnivore","Invertivore","Terrestrial",-33.62,16.59,2.3,14.78,6192075.07,"Extant"
"242","Muscisaxicola cinereus","Muscisaxicola_cinereus","Tyrannidae","Passeriformes",16.8,9.4,3.2,3.4,28.6,105.6,31.3,74.3,29.6,66.5,18.6,"Grassland",3,"2","Carnivore","Invertivore","Terrestrial",-37.22,-15.05,-24.18,-67.77,649847.82,"Extant"
"243","Crex crex","Crex_crex","Rallidae","Gruiformes",24.2,10.2,3.5,6.4,40.5,137,46.4,89.6,34.1,51.2,154.9,"Grassland",2,"3","Carnivore","Omnivore","Terrestrial",38.84,66.5,53.88,60.58,12516028.75,"Extant"
"244","Formicivora rufa","Formicivora_rufa","Thamnophilidae","Passeriformes",15,9.1,3,3.6,20.3,50.6,3.8,47.2,7.3,57.1,10.8,"Grassland",3,"1","Carnivore","Invertivore","Insessorial",-25.2,2.54,-14.82,-52.04,4090899.87,"Extant"
"245","Chalcostigma heteropogon","Chalcostigma_heteropogon","Trochilidae","Apodiformes",15.8,11.4,1.5,1.6,6.2,70.7,43.9,26.7,62.2,58.2,6.1,"Grassland",3,"1","Herbivore","Nectarivore","Aerial",4.01,8.04,6.2,-73.14,29042.28,"Extant"
"246","Dolichonyx oryzivorus","Dolichonyx_oryzivorus","Icteridae","Passeriformes",16.2,9.8,5.9,7.6,26.5,90.2,32,58.5,35.4,61.8,31.5,"Grassland",1,"3","Omnivore","Granivore","Generalist",32.38,54.24,45.77,-93.09,3883605.76,"Extant"
"247","Geositta poeciloptera","Geositta_poeciloptera","Furnariidae","Passeriformes",16.1,10.4,3.4,4,19.6,74.5,14.9,59.6,20,42.1,18,"Grassland",3,"1","Carnivore","Invertivore","Terrestrial",-24.07,-12.14,-17.68,-49.67,1456963.68,"Extant"
"248","Nothoprocta curvirostris","Nothoprocta_curvirostris","Tinamidae","Tinamiformes",29.4,16.1,5.7,5.9,34.6,160.2,49,111.3,30.6,55.2,376,"Grassland",2,"1","Herbivore","Omnivore","Terrestrial",-10.31,0.6,-4.47,-78.21,52527.78,"Extant"
"249","Sporophila bouvreuil","Sporophila_bouvreuil","Emberizidae","Passeriformes",9,6.4,4.3,5.5,12.8,51.5,11.1,40.7,21.4,38.9,8.6,"Grassland",3,"1","Herbivore","Granivore","Insessorial",-30.9,5.36,-15.77,-47.65,4333926.01,"Extant"
"250","Perdicula manipurensis","Perdicula_manipurensis","Phasianidae","Galliformes",14.8,7.3,4.2,4.4,23.9,81,8.2,71.3,10.3,43,70.7,"Grassland",2,NA,"Herbivore","Granivore","Terrestrial",24.12,28.1,26.07,92.83,50560.52,"Extant"
"251","Ciconia ciconia","Ciconia_ciconia","Ciconiidae","Ciconiiformes",189.1,153.4,23.5,33.1,217.2,565.6,260.2,306.8,45.9,249.8,3445.8,"Grassland",3,"3","Carnivore","Omnivore","Terrestrial",-34.84,60.04,44.94,24.63,5196114,"Extant"
"252","Francolinus pictus","Francolinus_pictus","Phasianidae","Galliformes",22.2,10.7,6.9,7.2,40.4,138.8,35.3,102.7,25.6,63.6,286.8,"Grassland",2,"1","Herbivore","Omnivore","Terrestrial",6.19,27,19.6,77.76,1554139.43,"Extant"
"253","Lanius tephronotus","Lanius_tephronotus","Laniidae","Passeriformes",21.6,11.5,6.4,8.9,28.5,98.6,20.4,78.2,20.6,109,46.4,"Grassland",3,"3","Carnivore","Invertivore","Insessorial",23,39.69,31.55,98.62,1356194.63,"Extant"
"254","Corvus capensis","Corvus_capensis","Corvidae","Passeriformes",62.9,46.5,14.5,16,65.6,322.2,114.5,209.2,35.4,164.7,553,"Grassland",3,"2","Omnivore","Omnivore","Terrestrial",-34.84,16.79,-16.5,25.35,4036026.48,"Extant"
"255","Caprimulgus inornatus","Caprimulgus_inornatus","Caprimulgidae","Caprimulgiformes",18.4,6.2,4.2,2.5,17.1,153.2,74.8,78.4,48.8,108.5,50.3,"Grassland",3,"1","Carnivore","Invertivore","Generalist",3.36,21.55,13.11,20.38,3310936.5,"Extant"
"256","Rhea pennata","Rhea_pennata","Rheidae","Rheiformes",69.8,33.5,24.8,16,293.2,625,0.4,629.1,0.1,58.4,23900,"Grassland",3,"1","Herbivore","Omnivore","Terrestrial",-53.54,-16.21,-37.47,-68.64,1085320.8,"Extant"
"257","Cisticola erythrops","Cisticola_erythrops","Cisticolidae","Passeriformes",15.7,9.1,3.2,3.5,22.5,56.5,4.9,52.1,8.6,55.2,14.8,"Grassland",3,"1","Carnivore","Invertivore","Insessorial",-31.44,17.41,-2.19,18.75,6407914.95,"Extant"
"258","Cisticola ruficeps","Cisticola_ruficeps","Cisticolidae","Passeriformes",12.2,7.1,2.4,3,18.1,53.2,5.2,48.1,9.7,38.8,9.7,"Grassland",2,"1","Carnivore","Invertivore","Insessorial",2.07,16.34,10.17,29.02,1253642.08,"Extant"
"259","Bradypterus seebohmi","Bradypterus_seebohmi","Sylviidae","Passeriformes",13.6,7.4,3.1,3.2,21.8,53.5,8.2,45.2,15.2,62.5,11.3,"Grassland",3,"1","Carnivore","Invertivore","Generalist",15.96,17.75,16.88,120.91,7104.37,"Extant"
"260","Ardeotis kori","Ardeotis_kori","Otididae","Otidiformes",112.3,62.6,21,21.1,210.2,709.8,274.2,411,40.1,353.3,7994.2,"Grassland",3,"1","Omnivore","Omnivore","Terrestrial",-32.58,10.77,-16.22,26.32,3565934.25,"Extant"
"261","Emberiza jankowskii","Emberiza_jankowskii","Emberizidae","Passeriformes",11.6,6.7,4.7,5.4,19.3,71.5,16.9,54.6,23.9,70.2,22.5,"Grassland",3,"2","Omnivore","Granivore","Terrestrial",43.86,46.37,44.76,121.08,13036.49,"Extant"
"262","Tachycineta meyeni","Tachycineta_meyeni","Hirundinidae","Passeriformes",11.5,5.4,4.2,2.6,10.7,109.8,57.5,52.2,52.4,53.7,14.9,"Grassland",3,"3","Carnivore","Invertivore","Aerial",-55.9,-26.79,-44.05,-70.81,1011295.55,"Extant"
"263","Chen caerulescens","Chen_caerulescens","Anatidae","Anseriformes",61.8,36,19.4,24.7,76.7,411.8,214.5,194.2,52.5,123.5,2636.2,"Grassland",3,"3","Herbivore","Herbivore terrestrial","Terrestrial",50.94,81.71,72.41,-90.29,582038.07,"Extant"
"264","Sturnella bellicosa","Sturnella_bellicosa","Icteridae","Passeriformes",26.6,18.3,6.3,9.4,33.6,109.8,21.1,87.7,19.5,70.1,58,"Grassland",3,"2","Omnivore","Omnivore","Terrestrial",-21.86,2.67,-9.01,-76.9,351063.41,"Extant"
"265","Lanius collaris","Lanius_collaris","Laniidae","Passeriformes",21.2,12.1,6.8,8.6,27.4,97.6,21.8,75.8,22.2,112.2,36.4,"Grassland",3,"1","Carnivore","Invertivore","Insessorial",-34.84,16.71,-12.18,23.45,7178744.68,"Extant"
"266","Melanodera melanodera","Melanodera_melanodera","Emberizidae","Passeriformes",13.6,8.5,5.6,7,22.4,88.6,29.2,58.8,33.2,60.4,28.7,"Grassland",3,"2","Omnivore","Omnivore","Terrestrial",-53.92,-45.56,-50.12,-69.01,145980.07,"Extant"
"267","Burhinus bistriatus","Burhinus_bistriatus","Burhinidae","Charadriiformes",49.8,25.4,10.4,12.2,110.2,241.8,105.7,136.1,43.6,119.5,787,"Grassland",3,"1","Carnivore","Invertivore","Terrestrial",-0.1,19.93,9.09,-70.7,787421.54,"Extant"
"268","Xolmis cinereus","Xolmis_cinereus","Tyrannidae","Passeriformes",25.6,15.1,6.2,6,29,136.1,43.3,92.8,31.8,91.1,57.1,"Grassland",3,"2","Carnivore","Invertivore","Insessorial",-37.45,2.65,-17.16,-53.24,6894893.41,"Extant"
"269","Anthus antarcticus","Anthus_antarcticus","Motacillidae","Passeriformes",16.1,9.8,3.2,3.5,23.6,81.8,17.1,64.7,20.9,63.5,36.1,"Grassland",3,"1","Carnivore","Invertivore","Terrestrial",-54.89,-53.98,-54.37,-37,608.33,"Extant"
"270","Phalcoboenus megalopterus","Phalcoboenus_megalopterus","Falconidae","Falconiformes",40.2,26.9,13.5,19.3,79.3,371.8,167,216,43.6,215.8,788,"Grassland",3,"1","Carnivore","Omnivore","Terrestrial",-33.79,-4.05,-20.26,-69.19,1011292.22,"Extant"
"271","Motacilla flava","Motacilla_flava","Motacillidae","Passeriformes",16,9.5,3.3,3.4,23.5,79.3,25,54.2,31.5,69.3,17.7,"Grassland",3,"3","Carnivore","Invertivore","Terrestrial",17.62,72.89,54.94,75.35,28413443.56,"Extant"
"272","Serinus albogularis","Serinus_albogularis","Fringillidae","Passeriformes",16.2,9.9,7.5,9.9,19.4,78.8,18.8,58.7,24.1,55.9,27.1,"Grassland",3,"1","Herbivore","Omnivore","Insessorial",-34.84,-12.94,-28.24,20.36,916328.36,"Extant"
"273","Anthus pratensis","Anthus_pratensis","Motacillidae","Passeriformes",14.2,8.1,3.1,3.1,21.5,77.8,18.9,58.7,24.3,56.3,18.4,"Grassland",3,"2","Carnivore","Invertivore","Terrestrial",41.08,71.19,59.47,30.67,6733599.47,"Extant"
"274","Caprimulgus stellatus","Caprimulgus_stellatus","Caprimulgidae","Caprimulgiformes",12.3,6.4,4.2,2.7,16.6,154.6,63.1,91.5,40.8,93.6,58.2,"Grassland",3,"1","Carnivore","Invertivore","Aerial",2.29,10.35,5.56,37.6,123669.26,"Extant"
"275","Montifringilla davidiana","Montifringilla_davidiana","Passeridae","Passeriformes",11.5,8.7,7,7.9,15.9,84.2,28.1,55.4,33.7,50,21.2,"Grassland",3,"2","Herbivore","Granivore","Terrestrial",36.17,53.97,45.73,105.68,2260394.82,"Extant"
"276","Calandrella brachydactyla","Calandrella_brachydactyla","Alaudidae","Passeriformes",12.6,8.6,4.3,5.1,19.8,93.5,32.3,61.2,34.5,59.8,21.1,"Grassland",3,"2","Omnivore","Omnivore","Terrestrial",23.29,54.42,42.09,66.25,13543066.59,"Extant"
"277","Aimophila cassinii","Aimophila_cassinii","Emberizidae","Passeriformes",14.4,7.8,4.6,5.3,19,66.6,11.1,56.2,16.4,65.7,18.9,"Grassland",3,"2","Omnivore","Invertivore","Generalist",22.31,42.9,31.99,-103.38,2032508.77,"Extant"
"278","Asthenes humilis","Asthenes_humilis","Furnariidae","Passeriformes",17.4,10.4,3,3.9,25.9,70.7,7.7,62.8,10.9,68.5,21,"Grassland",3,"2","Carnivore","Invertivore","Terrestrial",-17.54,-7.14,-12.25,-73.85,146012.52,"Extant"
"279","Acridotheres cinereus","Acridotheres_cinereus","Sturnidae","Passeriformes",27.3,15.9,6.5,7.4,36,125.9,29.5,96.4,23.5,79,98.9,"Grassland",3,"2","Omnivore","Omnivore","Generalist",-5.71,-3.5,-4.68,119.91,20065.88,"Extant"
"280","Coturnix japonica","Coturnix_japonica","Phasianidae","Galliformes",14.6,7.7,4.6,5.2,24.3,97,38,58.5,39.4,35.4,94.8,"Grassland",3,"3","Herbivore","Omnivore","Terrestrial",26.61,57.36,49.71,124.3,3249717.59,"Extant"
"281","Laterallus xenopterus","Laterallus_xenopterus","Rallidae","Gruiformes",17.9,7.9,3.6,5.7,30.5,69.5,14.8,68.2,17.8,45.6,56.9,"Grassland",1,"1","Carnivore","Aquatic predator","Terrestrial",-26.27,-14.68,-23.24,-56.6,46887.09,"Extant"
"282","Paradoxornis flavirostris","Paradoxornis_flavirostris","Timaliidae","Passeriformes",19.6,11.6,7.5,15.4,28.9,87.8,8.3,78.9,9.6,107.4,26,"Grassland",3,"1","Omnivore","Omnivore","Insessorial",25.38,28.2,26.67,93.85,36993.82,"Extant"
"283","Oriturus superciliosus","Oriturus_superciliosus","Emberizidae","Passeriformes",17.2,10.3,5.8,8.1,25,79,12.4,66.8,15.7,66.2,41.4,"Grassland",3,"1","Omnivore","Omnivore","Generalist",16.91,29.54,22.91,-103.39,295047.78,"Extant"
"284","Tyrannus savana","Tyrannus_savana","Tyrannidae","Passeriformes",20.1,11.5,6.5,5.4,17.9,105.6,34.2,71.9,32,215,31.9,"Grassland",3,"3","Carnivore","Invertivore","Insessorial",-43.34,18.89,-16.29,-58.8,8167916.46,"Extant"
"285","Buteo hemilasius","Buteo_hemilasius","Accipitridae","Accipitriformes",40.7,23.1,14.7,18.8,80,467.2,179,290.2,38.2,251.4,1358.9,"Grassland",3,"1","Carnivore","Vertivore","Generalist",28.27,54.14,42.4,100.83,5366251.83,"Extant"
"286","Asthenes hudsoni","Asthenes_hudsoni","Furnariidae","Passeriformes",18.3,11.5,3.2,4.3,24.1,74.2,11.4,61,15.8,74,19,"Grassland",3,"1","Carnivore","Invertivore","Generalist",-41.84,-30.24,-35.79,-60.77,803230.15,"Extant"
"287","Cinclodes atacamensis","Cinclodes_atacamensis","Furnariidae","Passeriformes",25.8,16.5,3.7,4.8,31.3,110.4,25.8,86.2,23,84.6,53,"Grassland",3,"1","Carnivore","Invertivore","Terrestrial",-33.99,-10.5,-21.05,-68.93,870994.25,"Extant"
"288","Saxicola insignis","Saxicola_insignis","Muscicapidae","Passeriformes",16.5,9.7,3.7,3.9,25.6,87.9,21,66.9,23.9,57.8,15.3,"Grassland",2,"3","Carnivore","Invertivore","Insessorial",45.71,50.05,47.75,94.86,229113.44,"Extant"
"289","Amadina fasciata","Amadina_fasciata","Estrildidae","Passeriformes",10.9,8.3,6.1,7.6,14.3,65.8,18.2,47.5,27.7,41.4,18,"Grassland",3,"1","Herbivore","Granivore","Terrestrial",-30.61,21.65,2.81,22.4,3347451.84,"Extant"
"290","Sporophila plumbea","Sporophila_plumbea","Emberizidae","Passeriformes",10.7,7,5.7,7.1,13.2,56.6,12.8,43.9,22.6,42,9.7,"Grassland",3,"2","Herbivore","Granivore","Generalist",-29.53,11.06,-12.06,-54.57,4740060.95,"Extant"
"291","Nectarinia bouvieri","Nectarinia_bouvieri","Nectariniidae","Passeriformes",20.5,14.2,3.3,2.9,16.6,55.9,6.6,48.3,11.9,39.2,8.7,"Grassland",3,"1","Omnivore","Nectarivore","Insessorial",-12.31,7.33,1.28,19.14,360313.74,"Extant"
"292","Cistothorus meridae","Cistothorus_meridae","Troglodytidae","Passeriformes",15,7.9,2.5,3.2,19.4,48.4,5.7,42.7,11.7,36.1,9.7,"Grassland",2,"1","Carnivore","Invertivore","Insessorial",7.99,9.28,8.67,-71.14,4041.71,"Extant"
"293","Porphyrospiza caerulescens","Porphyrospiza_caerulescens","Emberizidae","Passeriformes",12.7,7.8,4,5.2,18,62.5,7.7,54.8,12.4,57.5,13,"Grassland",3,"1","Herbivore","Granivore","Terrestrial",-20.35,-3.74,-13.95,-47.9,1671290.75,"Extant"
"294","Melanocorypha bimaculata","Melanocorypha_bimaculata","Alaudidae","Passeriformes",18.9,12.8,5.7,8.2,24.2,116.6,44.6,71.4,38.4,53.4,54.1,"Grassland",3,"3","Omnivore","Omnivore","Terrestrial",30.88,49.56,41.58,58.34,3368485.69,"Extant"
"295","Nymphicus hollandicus","Nymphicus_hollandicus","Psittacidae","Psittaciformes",17.7,14.1,8.7,15.8,14.8,167.3,83.8,81.8,50.6,165.9,94.6,"Grassland",3,"2","Herbivore","Granivore","Terrestrial",-37.68,-12.04,-25.22,134.6,6462401.72,"Extant"
"296","Anumbius annumbi","Anumbius_annumbi","Furnariidae","Passeriformes",19.6,12.5,3.8,4.7,24.3,81.4,16.7,64.7,20.5,82.2,41.5,"Grassland",3,"1","Carnivore","Invertivore","Generalist",-43.26,-11.32,-28.89,-57.25,2928674.73,"Extant"
"297","Prunella collaris","Prunella_collaris","Prunellidae","Passeriformes",16.7,9,4.3,4.2,23.6,100,28.1,72.3,28,63.8,38.6,"Grassland",3,"2","Carnivore","Invertivore","Terrestrial",22.46,59.08,43.61,94.44,10326440.53,"Extant"
"298","Sturnus sinensis","Sturnus_sinensis","Sturnidae","Passeriformes",20.4,12.9,5.1,5.1,25.6,101.8,32.6,68.4,32.3,57.5,61,"Grassland",2,"3","Carnivore","Invertivore","Generalist",18.42,28.35,24.77,111.92,741191.43,"Extant"
"299","Xolmis dominicanus","Xolmis_dominicanus","Tyrannidae","Passeriformes",21.1,12.4,5.8,5.2,26.1,112.2,24.5,87.7,21.8,93.3,42.8,"Grassland",3,"1","Carnivore","Invertivore","Insessorial",-37.71,-23.94,-30.01,-53.95,236129.08,"Extant"
"300","Cercibis oxycerca","Cercibis_oxycerca","Threskiornithidae","Pelecaniformes",159,137.8,16.6,22.1,75.6,399.8,141,258.8,35.3,262,1819,"Grassland",3,"2","Carnivore","Aquatic predator","Terrestrial",1.55,10.07,6.45,-67.8,395881.11,"Extant"
"301","Bradypterus graueri","Bradypterus_graueri","Sylviidae","Passeriformes",12.4,7.7,3.3,3.8,24.2,57.5,6.6,50.9,11.5,70.7,17,"Wetland",2,"1","Carnivore","Invertivore","Insessorial",-4.04,0,-1.61,29.18,15367.1,"Extant"
"302","Laterallus levraudi","Laterallus_levraudi","Rallidae","Gruiformes",19.1,10.4,3.2,5,29.6,78.5,12.8,65.8,16.2,33,43.5,"Wetland",2,"1","Carnivore","Aquatic predator","Terrestrial",8.63,11.53,10.32,-68.76,37022.49,"Extant"
"303","Haliaeetus vocifer","Haliaeetus_vocifer","Accipitridae","Accipitriformes",58.4,42.2,16.8,25.1,88.2,548.2,184.2,366,33.5,228,3400,"Wetland",2,"1","Carnivore","Aquatic predator","Insessorial",-34.84,18.6,-0.96,20.97,15637883.11,"Extant"
"304","Grus vipio","Grus_vipio","Gruidae","Gruiformes",152.2,86,11.6,20.8,250.2,538.2,228.8,309.5,42.5,193.2,4663,"Wetland",3,"3","Herbivore","Omnivore","Terrestrial",43.88,51.68,48.27,121.5,748047.17,"Extant"
"305","Anas luzonica","Anas_luzonica","Anatidae","Anseriformes",54.6,38.3,20.1,14.3,39.2,237,105.2,131.8,44.3,84.2,832,"Wetland",3,"1","Omnivore","Herbivore aquatic","Aquatic",5.56,18.65,11.81,122.91,279937.11,"Extant"
"306","Vanellus albiceps","Vanellus_albiceps","Charadriidae","Charadriiformes",37.2,20.3,6,6.7,75.8,218.5,85.9,132.6,39.3,99.2,192,"Wetland",3,"1","Carnivore","Aquatic predator","Terrestrial",-25.49,17.23,2.8,13.18,7550710.3,"Extant"
"307","Anas andium","Anas_andium","Anatidae","Anseriformes",40.1,32.8,14.8,12.6,31.8,224.2,101.7,124.8,44.9,82.2,434,"Wetland",3,"2","Omnivore","Herbivore aquatic","Aquatic",-4.95,9.92,4.02,-75.54,410562.88,"Extant"
"308","Riparia paludicola","Riparia_paludicola","Hirundinidae","Passeriformes",9.3,4.3,3,2.4,10.6,97.6,47.6,50,48.7,46.8,13.5,"Wetland",3,"2","Carnivore","Invertivore","Aerial",-34.84,38.67,2.41,48.08,10997907.22,"Extant"
"309","Rallina canningi","Rallina_canningi","Rallidae","Gruiformes",31.2,16,4.1,7.8,55.3,148.8,11.4,137.3,7.6,75.2,178,"Wetland",2,"1","Carnivore","Aquatic predator","Terrestrial",10.51,13.58,12.31,92.77,5240.42,"Extant"
"310","Aythya ferina","Aythya_ferina","Anatidae","Anseriformes",50.5,30.5,17.9,13.7,35,208.6,104.4,104.2,50.1,53.7,823,"Wetland",3,"1","Herbivore","Herbivore aquatic","Aquatic",33.87,66.67,53.5,67.94,16611109.18,"Extant"
"311","Tachybaptus ruficollis","Tachybaptus_ruficollis","Podicipedidae","Podicipediformes",23.9,11.5,4.4,6.7,35.4,100,31.6,66.6,32.2,29.1,169.4,"Wetland",3,"1","Carnivore","Aquatic predator","Aquatic",-34.84,60.85,16.91,47.36,36639881.74,"Extant"
"312","Lonchura malacca","Lonchura_malacca","Estrildidae","Passeriformes",12.2,8.3,7,8.1,17.1,54.7,13.6,42,24.4,37.8,12.6,"Wetland",3,"1","Herbivore","Granivore","Insessorial",5.92,24.56,17.61,79.15,573511.14,"Extant"
"313","Tigriornis leucolopha","Tigriornis_leucolopha","Ardeidae","Pelecaniformes",104.2,83.4,12.1,16.3,79.1,266.2,41.9,223.1,15.8,121,846,"Wetland",2,"1","Carnivore","Aquatic predator","Terrestrial",-10.19,14.93,1.4,12,3869151.96,"Extant"
"314","Vanellus crassirostris","Vanellus_crassirostris","Charadriidae","Charadriiformes",37.9,21.4,6.1,7.2,76.7,209.4,75.1,132.8,36.2,95,170,"Wetland",3,"1","Carnivore","Aquatic predator","Terrestrial",-28.96,13.71,-7.58,30.06,3461973.99,"Extant"
"315","Podiceps gallardoi","Podiceps_gallardoi","Podicipedidae","Podicipediformes",23,12.9,5.8,6,46.5,141.4,52.9,88.6,36.8,28.8,575,"Wetland",3,"1","Carnivore","Aquatic predator","Aquatic",-50.91,-46.73,-48.99,-71.67,45696.35,"Extant"
"316","Acrocephalus scirpaceus","Acrocephalus_scirpaceus","Sylviidae","Passeriformes",17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,"Wetland",3,"3","Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,"Extant"
"317","Porzana porzana","Porzana_porzana","Rallidae","Gruiformes",19.8,10.4,2.5,5,28.7,112.9,39,73.9,34.5,45,87.1,"Wetland",1,"3","Omnivore","Aquatic predator","Terrestrial",24.02,65.92,54.44,55.52,10691863.17,"Extant"
"318","Chlidonias niger","Chlidonias_niger","Laridae","Charadriiformes",31.1,18.4,3.5,5.4,15.8,201.7,123.7,75,62.1,77.8,65.3,"Wetland",3,"3","Carnivore","Aquatic predator","Aerial",35.73,63.05,50.61,-10.11,12943719.56,"Extant"
"319","Irediparra gallinacea","Irediparra_gallinacea","Jacanidae","Charadriiformes",28.1,14.6,3.4,5.2,58.9,135.1,43.9,91.7,32.4,41.2,98.8,"Wetland",3,"1","Omnivore","Aquatic predator","Terrestrial",-32.76,10.47,-13.01,136.09,2181164.52,"Extant"
"320","Motacilla capensis","Motacilla_capensis","Motacillidae","Passeriformes",16.6,10.2,3.2,3.6,23.1,81.6,21,60,25.9,86.2,20.8,"Wetland",3,"2","Carnivore","Invertivore","Terrestrial",-34.84,2.61,-20.62,23.12,3891210.17,"Extant"
"321","Ploceus reichardi","Ploceus_reichardi","Ploceidae","Passeriformes",15.7,10.1,5.5,7.1,19.7,68,12.5,55.5,18.4,47.2,26.6,"Wetland",2,"1","Herbivore","Granivore","Insessorial",-8.91,-6.47,-7.47,31.76,34740.2,"Extant"
"322","Anas eatoni","Anas_eatoni","Anatidae","Anseriformes",31.6,24.3,10.3,11.9,27.5,203.2,111.8,91.4,55.1,82.5,944.6,"Wetland",3,"3","Omnivore","Omnivore","Aquatic",-50.02,-45.97,-49.18,68.72,7506.03,"Extant"
"323","Ciconia stormi","Ciconia_stormi","Ciconiidae","Ciconiiformes",141.4,107.9,17.1,28.4,133.8,387.5,111.5,276,28.8,172.2,2061,"Wetland",2,"1","Carnivore","Aquatic predator","Terrestrial",-5.95,9.12,0.31,108.42,1013300.06,"Extant"
"324","Anas nesiotis","Anas_nesiotis","Anatidae","Anseriformes",34,24.4,11.9,11.2,32.2,122,42.6,79.4,34.9,72,499.1,"Wetland",3,"1","Carnivore","Aquatic predator","Aquatic",-52.61,-52.46,-52.54,169.16,112.17,"Extant"
"325","Anas platalea","Anas_platalea","Anatidae","Anseriformes",65.2,44.3,19.4,16.9,31.2,209.8,111.8,98,53.3,91.8,465.4,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",-55.98,-11.24,-36.18,-65.98,2947935.33,"Extant"
"326","Numenius madagascariensis","Numenius_madagascariensis","Scolopacidae","Charadriiformes",184.2,149.2,9.5,10.5,93.2,305.2,166.2,137.2,54.7,114.2,792,"Wetland",3,"3","Carnivore","Aquatic predator","Terrestrial",40.9,66.2,56.7,135.49,3087214.2,"Extant"
"327","Haliaeetus pelagicus","Haliaeetus_pelagicus","Accipitridae","Accipitriformes",90.6,60.3,28.9,47,96.3,598.5,186.2,412.2,31.1,333.6,7757,"Wetland",3,"3","Carnivore","Aquatic predator","Generalist",48.64,65.07,58.65,151.19,1293649.63,"Extant"
"328","Scotopelia peli","Scotopelia_peli","Strigidae","Strigiformes",53.9,31.1,18.1,25,70.9,403.2,81,317.2,20.4,216.6,1942.8,"Wetland",1,"1","Carnivore","Aquatic predator","Insessorial",-31.88,15.17,-2.9,20.48,4649310.2,"Extant"
"329","Rallus caerulescens","Rallus_caerulescens","Rallidae","Gruiformes",50.2,32.9,4,7.5,40.3,119,21.9,94.4,18.9,42,162.1,"Wetland",2,"1","Carnivore","Aquatic predator","Terrestrial",-34.84,13.61,-13.68,29.18,5673805.66,"Extant"
"330","Limnodromus scolopaceus","Limnodromus_scolopaceus","Scolopacidae","Charadriiformes",70.7,61.9,4.5,7.1,38.6,145.5,74.2,71.2,51,56.5,104.4,"Wetland",3,"3","Carnivore","Aquatic predator","Terrestrial",59.64,74.27,68.11,18.59,1045265.04,"Extant"
"331","Remiz consobrinus","Remiz_consobrinus","Remizidae","Passeriformes",10.5,7.4,3,3.8,13.1,55.4,14,41.5,25.2,43.6,9.1,"Wetland",2,"3","Omnivore","Invertivore","Insessorial",38.04,53.35,46.67,125.75,1388083.99,"Extant"
"332","Anas undulata","Anas_undulata","Anatidae","Anseriformes",53.3,36.6,18.7,13.9,37.1,240.6,103.2,128.8,44.5,96,1008,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",-34.84,16.5,-10.74,28.64,8476793.26,"Extant"
"333","Grus monacha","Grus_monacha","Gruidae","Gruiformes",105.3,56.3,9.9,15.8,211.2,494.8,215.5,279.2,43.5,166,3729.9,"Wetland",3,"3","Herbivore","Omnivore","Terrestrial",45.42,61.55,54.86,123.24,1609599.6,"Extant"
"334","Agelaius phoeniceus","Agelaius_phoeniceus","Icteridae","Passeriformes",22.7,15.4,5.6,8.8,28,118,27.8,88.9,24,88.9,50.8,"Wetland",3,"3","Herbivore","Granivore","Generalist",9.66,67.41,44.62,-102.04,13703226.95,"Extant"
"335","Acrocephalus rimatarae","Acrocephalus_rimatarae","Sylviidae","Passeriformes",24.6,13.6,4.2,4.1,29.4,84.5,14.1,70.4,16.7,85,26.5,"Wetland",1,"1","Carnivore","Invertivore","Insessorial",-22.66,-22.64,-22.65,-152.81,6.84,"Extant"
