"","Phylo","Species","Family","Order","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"297","Larus maculipennis","Larus_maculipennis","Laridae","Charadriiformes",41.4,16.6,4.7,8.9,43.8,291.2,159,129.2,55.1,108.2,339,"Wetland",3,"1","Carnivore","Omnivore","Generalist",-55.98,-28.77,-40.29,-66.11,2149631.88,"Extant"
"298","Milvus milvus","Milvus_milvus","Accipitridae","Accipitriformes",40.2,26.6,13.2,18.7,52.9,481.5,241.6,241.6,49.9,317.3,1071.8,"Shrubland",2,"2","Omnivore","Omnivore","Generalist",14.8,61.66,48.65,10.52,1698401.57,"Extant"
"299","Garrulax affinis","Garrulax_affinis","Timaliidae","Passeriformes",23.8,11.4,4.4,5.8,36.3,101.8,7,93.8,6.9,122,72.7,"Shrubland",2,"1","Carnivore","Invertivore","Generalist",20.89,34.38,27.77,98.41,740183.99,"Extant"
"300","Larus genei","Larus_genei","Laridae","Charadriiformes",52.1,23.2,5,9.4,49.4,300.8,171.5,130,56.9,110.2,281,"Coastal",3,"2","Carnivore","Aquatic predator","Generalist",13,52.64,41.71,54.12,1728211.09,"Extant"
"301","Fulica atra","Fulica_atra","Rallidae","Gruiformes",37.7,16.5,5.6,10.5,57,198.2,78.6,120,39.6,53.9,717.1,"Wetland",3,"1","Herbivore","Herbivore aquatic","Generalist",-46.68,66.41,36.45,81.74,33490842.86,"Extant"
"302","Cisticola njombe","Cisticola_njombe","Cisticolidae","Passeriformes",11.8,5.9,2.1,2.8,18.4,53.6,5.5,47.3,10.3,51.6,10.9,"Grassland",3,"1","Carnivore","Invertivore","Generalist",-10.93,-7.22,-8.63,33.89,33269.22,"Extant"
"303","Henicorhina leucophrys","Henicorhina_leucophrys","Troglodytidae","Passeriformes",16.7,9.9,3.2,3.4,23.7,53.5,4.4,48.3,8.4,29.6,16.2,"Forest",1,"1","Carnivore","Invertivore","Generalist",-18.01,22.37,4.45,-81.09,726481.61,"Extant"
"304","Chondestes grammacus","Chondestes_grammacus","Emberizidae","Passeriformes",15.1,9.7,5.1,7.1,20.1,85.5,24.7,60.9,28.8,64.3,29,"Shrubland",3,"2","Herbivore","Granivore","Generalist",20.37,52.1,38.78,-103.76,5604939.24,"Extant"
"305","Accipiter fasciatus","Accipiter_fasciatus","Accipitridae","Accipitriformes",28.5,19.1,11.2,15.2,71.9,269.9,103.6,167.3,38.3,206,358.7,"Forest",1,"1","Carnivore","Vertivore","Generalist",-43.64,-1.7,-24.45,134.95,8180196.71,"Extant"
"306","Micrastur ruficollis","Micrastur_ruficollis","Falconidae","Falconiformes",21.4,11.8,8.2,12.2,58.4,167.1,35.9,129.3,21.8,166.6,177.6,"Forest",1,"1","Carnivore","Vertivore","Generalist",-32.22,21.47,-7.39,-58.89,12486169.39,"Extant"
"307","Estrilda nonnula","Estrilda_nonnula","Estrildidae","Passeriformes",9.4,7,4.3,5.8,14.9,48.3,7.9,40.4,16.3,46.8,7.7,"Grassland",3,"1","Herbivore","Granivore","Generalist",-4.61,8.84,2.58,22.21,1215103.1,"Extant"
"308","Scytalopus atratus","Scytalopus_atratus","Rhinocryptidae","Passeriformes",15.3,7.4,3.4,3.9,23.3,55,4.4,50.8,8.2,43.9,25.7,"Forest",1,"1","Carnivore","Invertivore","Generalist",-11.52,10.45,0.13,-75.65,187476.08,"Extant"
"309","Saltatricula multicolor","Saltatricula_multicolor","Emberizidae","Passeriformes",14.8,8.3,4.7,7.1,21.5,70.8,9.3,61.5,13.1,77.8,22.2,"Shrubland",2,"1","Omnivore","Omnivore","Generalist",-33.25,-17.82,-26.19,-61.84,1113148.29,"Extant"
"310","Spizaetus ornatus","Spizaetus_ornatus","Accipitridae","Accipitriformes",39.1,23.7,12.3,20.2,93.8,353,59.1,287.3,17.2,289.5,1197.4,"Forest",1,"1","Carnivore","Vertivore","Generalist",-30.5,23.77,-5.86,-63.22,9433721.9,"Extant"
"311","Hieraaetus spilogaster","Hieraaetus_spilogaster","Accipitridae","Accipitriformes",44,27.5,14.4,22.6,91.1,427.6,151.2,278.8,35.2,254.8,1466.2,"Grassland",3,"1","Carnivore","Vertivore","Generalist",-29.06,17.46,-2.84,24.33,12423292.01,"Extant"
"312","Aphelocoma ultramarina","Aphelocoma_ultramarina","Corvidae","Passeriformes",32,19.5,8.7,9.9,42.3,164.9,29.5,134.8,17.9,145.4,113.3,"Forest",2,"1","Omnivore","Omnivore","Generalist",18.73,35.18,26.21,-104.82,572027.38,"Extant"
"313","Tyto tenebricosa","Tyto_tenebricosa","Tytonidae","Strigiformes",39.8,22.9,12.1,18.6,66.7,257.4,49.8,206.2,18.8,126.3,660.6,"Forest",1,"1","Carnivore","Vertivore","Generalist",-39.51,-0.34,-14.02,144.13,1180757.33,"Extant"
"314","Cettia annae","Cettia_annae","Sylviidae","Passeriformes",21.3,10.7,3.4,3.7,27.8,70,10.7,59.3,15.2,62,18.5,"Forest",1,"1","Carnivore","Invertivore","Generalist",6.97,7.73,7.46,134.54,442.79,"Extant"
"315","Cisticola woosnami","Cisticola_woosnami","Cisticolidae","Passeriformes",14.3,7.5,2.7,3.7,22,59.3,5.4,53,9.2,50.2,13.5,"Grassland",3,"1","Carnivore","Invertivore","Generalist",-14.91,2.04,-7.41,30.76,1290884.31,"Extant"
"316","Myrmecocichla albifrons","Myrmecocichla_albifrons","Muscicapidae","Passeriformes",16.5,9.5,3.9,3.9,24.1,77,9.1,67.9,11.8,57.2,20.6,"Woodland",2,"2","Carnivore","Invertivore","Generalist",0.82,15.44,9.08,9.28,3294680.42,"Extant"
"317","Turdoides leucopygia","Turdoides_leucopygia","Timaliidae","Passeriformes",26.2,14.9,4.6,7,34.2,114.9,11.8,103.1,10.2,110,82.4,"Shrubland",2,"1","Omnivore","Omnivore","Generalist",4.57,16.82,9.68,38.68,693637.92,"Extant"
"318","Acridotheres cinereus","Acridotheres_cinereus","Sturnidae","Passeriformes",27.3,15.9,6.5,7.4,36,125.9,29.5,96.4,23.5,79,98.9,"Grassland",3,"2","Omnivore","Omnivore","Generalist",-5.71,-3.5,-4.68,119.91,20065.88,"Extant"
"319","Hydropsalis torquata","Hydropsalis_torquata","Caprimulgidae","Caprimulgiformes",21,9.9,4.3,3,18.1,183.8,91.6,95.6,48.9,337.4,58.5,"Human Modified",2,"2","Carnivore","Invertivore","Generalist",-39.12,2.44,-18.46,-54.34,7882112.57,"Extant"
"320","Agapornis nigrigenis","Agapornis_nigrigenis","Psittacidae","Psittaciformes",16,13.9,9.7,14.7,13,92.8,39.4,53.4,42.5,39.8,40.5,"Woodland",2,"1","Herbivore","Granivore","Generalist",-17.78,-16.02,-16.86,25.5,14343.6,"Extant"
"321","Larus melanocephalus","Larus_melanocephalus","Laridae","Charadriiformes",42.2,17,5.4,11.2,48.3,302.4,172.5,129.2,57.1,113.2,256,"Coastal",3,"2","Carnivore","Omnivore","Generalist",35.17,56.28,45.17,26.2,250526.34,"Extant"
"322","Turdus daguae","Turdus_daguae","Turdidae","Passeriformes",19.8,11.3,5.1,6,26.8,106.4,23.8,83.1,22.3,78.8,54,"Forest",1,"1","Omnivore","Invertivore","Generalist",NA,NA,NA,NA,NA,"Extant"
"323","Cinclus schulzi","Cinclus_schulzi","Cinclidae","Passeriformes",17.9,8.4,3,3.8,27.4,75.6,14.8,60.8,19.6,43.8,37.6,"Riverine",3,"1","Carnivore","Aquatic predator","Generalist",-28.34,-20.57,-24.1,-65.26,113020.82,"Extant"
"324","Incana incana","Incana_incana","Cisticolidae","Passeriformes",13.3,8,2.5,2.6,18.8,49.5,5,44.5,9.9,47,10.4,"Shrubland",2,"1","Carnivore","Invertivore","Generalist",12.3,12.71,12.51,53.87,3614,"Extant"
"325","Paroaria baeri","Paroaria_baeri","Emberizidae","Passeriformes",15.2,9,4.7,5.9,20.9,78.5,11.9,66.6,15.2,76.9,25.8,"Shrubland",2,"1","Omnivore","Invertivore","Generalist",-15.9,-8.37,-12.64,-50.91,107338.32,"Extant"
"326","Ammodramus nelsoni","Ammodramus_nelsoni","Emberizidae","Passeriformes",14.4,8.7,3.8,5.2,21.7,56.4,12.4,44.1,21.9,47.7,15.1,"Wetland",3,"3","Omnivore","Invertivore","Generalist",30.57,63.3,48.45,-100.28,2592907.6,"Extant"
"327","Pomatostomus ruficeps","Pomatostomus_ruficeps","Pomatostomidae","Passeriformes",27.7,17.9,4.1,6.6,28.2,85.9,10.1,75.4,11.7,89.2,57.8,"Shrubland",2,"2","Carnivore","Invertivore","Generalist",-37.09,-24.69,-30.72,142.89,1074854.31,"Extant"
"328","Pipilo fuscus","Pipilo_fuscus","Emberizidae","Passeriformes",16.5,10.1,5.5,7.8,24,93.4,11.8,79.2,13.1,97,44.4,"Shrubland",2,"1","Herbivore","Granivore","Generalist",17.2,39.83,28.78,-104.85,1684944.38,"Extant"
"329","Lonchura flaviprymna","Lonchura_flaviprymna","Estrildidae","Passeriformes",11.6,8.7,6.6,7.9,15.6,54.2,13,39.5,24.8,34.5,11.8,"Wetland",3,"1","Herbivore","Granivore","Generalist",-16.99,-12.03,-15.06,130.71,117098.74,"Extant"
"330","Amphispiza bilineata","Amphispiza_bilineata","Emberizidae","Passeriformes",11.7,8.2,4.6,5.9,18.1,63.5,11.3,52.2,17.7,64.8,13.5,"Shrubland",2,"2","Omnivore","Omnivore","Generalist",20.19,47.06,32.43,-108.96,2450691.64,"Extant"
"331","Spizella atrogularis","Spizella_atrogularis","Emberizidae","Passeriformes",10.5,6,3.9,4.9,17.9,60.6,9.1,50.4,15.2,64.8,11.3,"Shrubland",2,"2","Omnivore","Omnivore","Generalist",18.44,40.6,29.15,-107.43,805016.36,"Extant"
"332","Stachyris leucotis","Stachyris_leucotis","Timaliidae","Passeriformes",18.1,11.2,3.9,6,22.1,70.2,7.2,63,10.2,49.5,23.7,"Forest",1,"1","Carnivore","Invertivore","Generalist",-3.21,9.01,3.78,103.62,247763.47,"Extant"
"333","Aquila adalberti","Aquila_adalberti","Accipitridae","Accipitriformes",61.2,39.8,21.1,31,98.4,592.5,235,357.5,39.7,297,2958,"Woodland",1,"2","Carnivore","Vertivore","Generalist",36.28,41.56,39.06,-5.23,131221.76,"Extant"
"334","Psilopsiagon aurifrons","Psilopsiagon_aurifrons","Psittacidae","Psittaciformes",13.5,11.2,8,13.9,12.4,92.4,40.8,52,44,78.6,33.6,"Shrubland",2,"1","Herbivore","Omnivore","Generalist",-33.53,-7.34,-20.19,-69.18,947209.8,"Extant"
"335","Gypsophila crispifrons","Gypsophila_crispifrons","Timaliidae","Passeriformes",20.7,11.7,3.9,5.2,28.3,79.8,6.9,73.9,8.5,72.4,27,"Forest",2,"1","Omnivore","Invertivore","Generalist",13.36,22.44,18.44,101.41,240886.01,"Extant"
"336","Illadopsis rufescens","Illadopsis_rufescens","Timaliidae","Passeriformes",16.8,9,3.5,4.9,27.5,78.5,6.2,72.4,7.9,70.4,37,"Forest",1,"1","Carnivore","Invertivore","Generalist",4.35,10.26,6.69,-7.17,264186.88,"Extant"
"337","Sporophila schistacea","Sporophila_schistacea","Emberizidae","Passeriformes",12.9,7.3,5.4,7.3,14.1,61.5,15.4,46.2,24.9,40.2,12.7,"Forest",1,"2","Herbivore","Granivore","Generalist",-17.21,17.73,-3.25,-67.12,1554852.28,"Extant"
"338","Prinia burnesii","Prinia_burnesii","Cisticolidae","Passeriformes",13.5,7.1,2.4,3.2,19.1,55,3.9,51.3,7.1,102.7,19,"Grassland",2,"1","Carnivore","Invertivore","Generalist",23.79,33.22,29.13,76.18,418669.53,"Extant"
"339","Euplectes ardens","Euplectes_ardens","Ploceidae","Passeriformes",14.8,9.3,6,6.8,21.8,71,13.1,57.4,18.7,126.5,19,"Grassland",3,"1","Herbivore","Omnivore","Generalist",-33.84,15.23,-7.4,27.26,3928020.09,"Extant"
"340","Malacocincla malaccensis","Malacocincla_malaccensis","Timaliidae","Passeriformes",17.5,10.3,4.1,4.3,29.5,69,5,63.6,7.4,36,21.4,"Forest",2,"1","Carnivore","Invertivore","Generalist",-5.89,9.37,1.08,109.14,1073369.64,"Extant"
"341","Serinus leucopygius","Serinus_leucopygius","Fringillidae","Passeriformes",10.1,6.4,4.6,5.7,12.5,67.3,20.2,47.7,29.6,42.3,10.8,"Shrubland",2,"1","Herbivore","Granivore","Generalist",1.85,18.38,12.14,16.32,3039637.6,"Extant"
"342","Tadorna tadorna","Tadorna_tadorna","Anatidae","Anseriformes",54.2,31,18.4,14.9,51.6,313.9,161.7,150.4,51.8,109.9,1146.8,"Coastal",3,"2","Carnivore","Aquatic predator","Generalist",27.72,70.31,48.41,66.23,9435093.57,"Extant"
"343","Laniarius barbarus","Laniarius_barbarus","Malaconotidae","Passeriformes",26.2,13.8,5.6,7.6,33.7,106.9,10.2,95.6,9.6,99.2,47.1,"Woodland",2,"1","Carnivore","Invertivore","Generalist",5.02,18.64,12.03,-0.27,2828290.55,"Extant"
"344","Cettia brunnescens","Cettia_brunnescens","Sylviidae","Passeriformes",12.2,6.2,2.4,2.4,20.3,51.5,6.3,44.8,12.4,48,5.3,"Shrubland",2,"2","Carnivore","Invertivore","Generalist",26.91,31.09,28.62,88.71,215910.72,"Extant"
"345","Sturnus sturninus","Sturnus_sturninus","Sturnidae","Passeriformes",18.2,11.3,5,5.2,25.4,105.6,40.1,65.7,37.9,51.4,49.4,"Forest",2,"3","Omnivore","Invertivore","Generalist",34.16,53.26,44.55,120.17,3280985,"Extant"
"346","Turdoides gymnogenys","Turdoides_gymnogenys","Timaliidae","Passeriformes",25.2,14.7,4.5,6.6,32.5,109.1,15.3,93.8,14,101,77,"Shrubland",2,"1","Carnivore","Invertivore","Generalist",-22.03,-10.41,-17.74,14.66,411624.93,"Extant"
"347","Phyllastrephus cabanisi","Phyllastrephus_cabanisi","Pycnonotidae","Passeriformes",19.1,10.7,4.2,4.5,23,83,10.5,72.9,12.6,84.4,34.4,"Forest",1,"1","Carnivore","Invertivore","Generalist",-17.07,5.12,-7.85,28.99,1995009.69,"Extant"
"348","Atlapetes pileatus","Atlapetes_pileatus","Emberizidae","Passeriformes",13.9,8.5,4.9,6.5,23.8,67.1,7.2,59.6,10.8,71,24,"Forest",1,"1","Omnivore","Omnivore","Generalist",16.03,28.23,21.09,-101.48,348950.66,"Extant"
"349","Thalassoica antarctica","Thalassoica_antarctica","Procellariidae","Procellariiformes",44.8,26.1,8.3,10.8,43.5,296.2,170,128.2,56.7,111.2,708.4,"Marine",3,"2","Carnivore","Aquatic predator","Generalist",-82.95,-37.59,-59.21,1.61,58576534.09,"Extant"
"350","Chalcophaps indica","Chalcophaps_indica","Columbidae","Columbiformes",21,11.1,3,4.1,25.9,144.5,42.7,101.1,29.7,85.1,136.5,"Forest",1,"1","Herbivore","Omnivore","Generalist",-37,29.54,8,109.05,5343787.27,"Extant"
"351","Bonasa umbellus","Bonasa_umbellus","Phasianidae","Galliformes",25.4,13.3,10,9.7,42.2,183.2,69.8,112.2,38.3,152,530.9,"Shrubland",1,"1","Herbivore","Herbivore terrestrial","Generalist",33.94,67.56,52.89,-105.75,8071254.33,"Extant"
"352","Caprimulgus vociferus","Caprimulgus_vociferus","Caprimulgidae","Caprimulgiformes",19.9,7.3,4.2,2.9,16,157.2,75.2,83.1,47.5,112.8,53.3,"Forest",1,"3","Carnivore","Invertivore","Generalist",13.77,54.53,39,-89.64,4417326.01,"Extant"
"353","Estrilda melanotis","Estrilda_melanotis","Estrildidae","Passeriformes",9.1,6.7,4.6,5.5,14.2,48,8.8,39.1,18.4,36.6,6.5,"Shrubland",2,"1","Herbivore","Granivore","Generalist",-34.62,-9.58,-25.44,25.17,380944.04,"Extant"
"354","Agapornis swindernianus","Agapornis_swindernianus","Psittacidae","Psittaciformes",15.6,13.4,8.5,12.2,11.2,92.6,38.5,54.8,41.3,35.2,40,"Forest",1,"1","Herbivore","Omnivore","Generalist",-4.44,7.84,1.27,19.53,1494870.12,"Extant"
"355","Bradypterus thoracicus","Bradypterus_thoracicus","Sylviidae","Passeriformes",12.7,7.2,2.5,2.9,19.4,53.4,7.8,45.3,14.7,52.6,10.8,"Shrubland",2,"1","Carnivore","Invertivore","Generalist",23.56,36.91,30.45,99.51,1118412.05,"Extant"
"356","Lugensa brevirostris","Lugensa_brevirostris","Procellariidae","Procellariiformes",28.4,21.7,6.1,9.6,36.5,240.2,147.8,92.5,61.5,98,357,"Marine",3,"2","Carnivore","Aquatic predator","Generalist",-76.11,-29.98,-51.31,8.51,60101971.46,"Extant"
"357","Pterodroma hasitata","Pterodroma_hasitata","Procellariidae","Procellariiformes",33,22.8,8.4,12,37.3,283,152.1,132.9,53.4,109,278,"Marine",3,"2","Carnivore","Aquatic predator","Generalist",5.78,37.47,21.1,-65.45,7451677.2,"Extant"
"358","Turdoides striata","Turdoides_striata","Timaliidae","Passeriformes",24.3,14.8,4.8,7.5,32.4,99,9.6,91.2,9.5,101.4,66,"Woodland",2,"1","Omnivore","Omnivore","Generalist",8.07,35,22.9,78.66,3131719.31,"Extant"
"359","Phoebastria irrorata","Phoebastria_irrorata","Diomedeidae","Procellariiformes",151.1,107.2,24,36.6,101.2,534.5,336,194,63.4,138.5,3376.4,"Marine",3,"2","Omnivore","Aquatic predator","Generalist",-17.84,1.04,-7.51,-83.25,1736846.61,"Extant"
"360","Turdus naumanni","Turdus_naumanni","Turdidae","Passeriformes",23.3,12.4,4.5,5.6,31.2,128,42.1,85.6,33,88.9,73.2,"Forest",2,"3","Omnivore","Invertivore","Generalist",50,72.43,63.52,125.82,6362769,"Extant"
"361","Melozone biarcuata","Melozone_biarcuata","Emberizidae","Passeriformes",14.8,9,5.2,7.4,25.4,71.6,6,64.8,8.6,70.8,30.6,"Shrubland",2,"1","Omnivore","Omnivore","Generalist",13.41,17.14,15.06,-90.32,85901.92,"Extant"
"362","Cossypha niveicapilla","Cossypha_niveicapilla","Muscicapidae","Passeriformes",20.5,11,4.4,4.8,28.6,97.8,17.6,80.3,17.9,92.4,36.7,"Woodland",2,"1","Carnivore","Invertivore","Generalist",-7.97,17.2,7.66,8.08,5176063.97,"Extant"
"363","Pterodroma madeira","Pterodroma_madeira","Procellariidae","Procellariiformes",32.3,20.6,7.8,9.7,32.3,253,135.7,117.3,53.9,110,201.1,"Marine",3,"2","Carnivore","Aquatic predator","Generalist",-28.43,59.41,17,-24.29,31437943.45,"Extant"
"364","Dolichonyx oryzivorus","Dolichonyx_oryzivorus","Icteridae","Passeriformes",16.2,9.8,5.9,7.6,26.5,90.2,32,58.5,35.4,61.8,31.5,"Grassland",1,"3","Omnivore","Granivore","Generalist",32.38,54.24,45.77,-93.09,3883605.76,"Extant"
"365","Aimophila mystacalis","Aimophila_mystacalis","Emberizidae","Passeriformes",14.3,8.9,4.6,6.4,21.4,70.8,7.2,64.3,10,78.6,22.2,"Shrubland",2,"1","Omnivore","Omnivore","Generalist",16.2,19.09,17.44,-97.12,52598.3,"Extant"
"366","Zenaida graysoni","Zenaida_graysoni","Columbidae","Columbiformes",22.4,11.6,4.3,4.2,29,147,38.8,108.2,26.4,134,192,"Forest",1,"1","Herbivore","Omnivore","Generalist",NA,NA,NA,NA,NA,"Extant"
"367","Pterodroma atrata","Pterodroma_atrata","Procellariidae","Procellariiformes",30.9,21.6,7.3,8.7,37.2,295,128,167,43.4,100,394,"Marine",3,"2","Carnivore","Aquatic predator","Generalist",-31.3,-6.09,-20.56,-135.79,9327817.45,"Extant"
"368","Turdus rubrocanus","Turdus_rubrocanus","Turdidae","Passeriformes",27.7,15.9,4.8,6.3,32.3,138.7,39,100.1,28,108,92.2,"Forest",1,"1","Omnivore","Invertivore","Generalist",26.46,38.89,31.88,100.16,1300643.93,"Extant"
"369","Pomatorhinus schisticeps","Pomatorhinus_schisticeps","Timaliidae","Passeriformes",31.8,22,3.8,6.9,32.6,93.4,9.8,83.2,10.5,97.8,43,"Forest",1,"1","Omnivore","Invertivore","Generalist",7.1,32.56,20.81,97.25,1222844.41,"Extant"
"370","Curaeus forbesi","Curaeus_forbesi","Icteridae","Passeriformes",25.2,16.5,6.6,9.6,29.4,103,17.3,85.7,16.7,94.2,65.9,"Forest",2,"1","Omnivore","Invertivore","Generalist",-19.52,-7.57,-10.6,-37.53,112.34,"Extant"
"371","Sporophila telasco","Sporophila_telasco","Emberizidae","Passeriformes",10.1,6.5,4.1,6.7,14.8,54.1,9.2,44.9,17.1,43.1,9.6,"Shrubland",2,"1","Herbivore","Granivore","Generalist",-18.81,2.92,-6.33,-78.4,240640.68,"Extant"
"372","Passerina caerulea","Passerina_caerulea","Emberizidae","Passeriformes",17,12.3,7.4,10.9,20.3,86.1,19.9,67.2,22.9,64.4,27.4,"Forest",2,"3","Carnivore","Invertivore","Generalist",9.17,46.7,32.93,-98.5,5300267.2,"Extant"
"373","Emberiza pusilla","Emberiza_pusilla","Emberizidae","Passeriformes",10.7,6.8,3.7,4.6,18,70.3,17.1,52.9,24.5,55.5,14.6,"Forest",2,"3","Herbivore","Granivore","Generalist",42.9,72.52,62.69,104.75,10268381.21,"Extant"
"374","Euthlypis lachrymosa","Euthlypis_lachrymosa","Parulidae","Passeriformes",16.4,8.9,4.6,4.3,23.6,74.3,12.7,61.9,17,69.6,25.6,"Woodland",2,"1","Carnivore","Invertivore","Generalist",12.44,29.77,19.67,-98.73,340350.72,"Extant"
"375","Serinus syriacus","Serinus_syriacus","Fringillidae","Passeriformes",10.1,6.1,4.5,5.6,14.4,73.4,22.3,51.7,30.1,52.8,11.7,"Woodland",2,"2","Herbivore","Granivore","Generalist",30.08,34.66,32.81,35.76,7402.84,"Extant"
"376","Catharus aurantiirostris","Catharus_aurantiirostris","Turdidae","Passeriformes",16.9,9.6,4.2,4.6,30.4,76.8,12.5,63.5,16.4,60.5,29.8,"Forest",2,"1","Omnivore","Invertivore","Generalist",0.95,29.53,17.31,-93.72,674007.31,"Extant"
"377","Garrulax peninsulae","Garrulax_peninsulae","Timaliidae","Passeriformes",25.5,12.1,4.7,6,36.6,97,4,92.5,4.1,112.4,71.7,"Woodland",1,"1","Omnivore","Invertivore","Generalist",3.15,6.09,4.74,101.58,14838.97,"Extant"
"378","Cyanopica cyanus","Cyanopica_cyanus","Corvidae","Passeriformes",28.6,17,8.3,8.5,35,136.4,21.4,114.6,15.7,197.7,95.9,"Woodland",2,"1","Omnivore","Omnivore","Generalist",27.45,54.31,41.98,113.04,4927539.01,"Extant"
"379","Pterodroma cahow","Pterodroma_cahow","Procellariidae","Procellariiformes",37.1,21.5,7.9,9.1,34.5,245,157,88,64.1,117,246,"Marine",3,"2","Carnivore","Aquatic predator","Generalist",20.05,57.55,39.01,-43.24,15874369.54,"Extant"
"380","Acanthiza iredalei","Acanthiza_iredalei","Acanthizidae","Passeriformes",9.2,4.8,2,2.3,17.4,48.4,7.2,39.8,15.3,39.3,6,"Shrubland",2,"1","Carnivore","Invertivore","Generalist",-38.86,-24.06,-31.22,128.95,987131.55,"Extant"
"381","Tyto sororcula","Tyto_sororcula","Tytonidae","Strigiformes",29,14.6,7.3,12.8,53,213,65.1,147.9,30.6,83,540,"Forest",1,"1","Carnivore","Vertivore","Generalist",-3.33,-2.98,-3.14,129.43,1302.34,"Extant"
"382","Pteronetta hartlaubii","Pteronetta_hartlaubii","Anatidae","Anseriformes",50,33.6,19.8,15.4,41.6,267,87.6,178.4,33,95,790,"Wetland",3,"2","Carnivore","Aquatic predator","Generalist",-9.73,10.98,1.6,14.93,4283729.6,"Extant"
"383","Toxostoma redivivum","Toxostoma_redivivum","Mimidae","Passeriformes",40.2,30.5,6.5,6.9,36.4,102.4,9.8,92.4,9.5,133,84.4,"Shrubland",2,"1","Omnivore","Invertivore","Generalist",29.42,42,36.46,-120.09,167320.21,"Extant"
"384","Grandala coelicolor","Grandala_coelicolor","Muscicapidae","Passeriformes",19.3,10.5,3.8,4,29.1,142.4,60.1,80.1,42.9,91.4,45.6,"Rock",3,"2","Omnivore","Invertivore","Generalist",26.89,39.44,31.87,94.75,1609871.91,"Extant"
"385","Pooecetes gramineus","Pooecetes_gramineus","Emberizidae","Passeriformes",12,7.7,4.9,6.6,20.1,78.6,18.8,60,23.9,59.6,25.7,"Grassland",3,"3","Omnivore","Omnivore","Generalist",33.41,61.61,46,-100.57,6371227.47,"Extant"
"386","Epthianura crocea","Epthianura_crocea","Meliphagidae","Passeriformes",13.2,7.7,2.6,2.7,17.7,59.1,9.9,47.7,17.1,38.4,9.3,"Wetland",2,"1","Carnivore","Invertivore","Generalist",-30.24,-11.99,-21.11,135.58,2179684.97,"Extant"
"387","Zoothera talaseae","Zoothera_talaseae","Turdidae","Passeriformes",23.7,13.9,4.7,6.4,28.8,103.5,24.7,78.8,23.9,71,81.9,"Forest",1,"2","Carnivore","Invertivore","Generalist",-6.59,-5.49,-5.94,152.41,5275.67,"Extant"
"388","Lonchura molucca","Lonchura_molucca","Estrildidae","Passeriformes",11,7.8,5.7,6.3,13.4,51.1,11.1,38.3,22.4,37.4,12,"Grassland",3,"1","Herbivore","Granivore","Generalist",-10.94,4.55,-3.78,122.67,313163.12,"Extant"
"389","Garrulax melanostigma","Garrulax_melanostigma","Timaliidae","Passeriformes",24,12.6,5.3,6.4,36.8,97.8,7,91,7,112.2,71.7,"Woodland",2,"1","Omnivore","Invertivore","Generalist",12.4,24.13,20.04,100.31,477430.65,"Extant"
"390","Cisticola anonymus","Cisticola_anonymus","Cisticolidae","Passeriformes",14.6,8.2,2.8,3.5,21,58,6.3,51.2,10.8,49.4,13.9,"Woodland",2,"1","Carnivore","Invertivore","Generalist",-11.08,7.79,-0.34,17.63,2357531.94,"Extant"
"391","Turdoides fulva","Turdoides_fulva","Timaliidae","Passeriformes",23.2,14.4,4.5,6.3,28.6,96.2,11.2,85.1,11.6,125.2,61.4,"Shrubland",3,"1","Omnivore","Invertivore","Generalist",11.55,35.92,21.53,9.09,3666952.83,"Extant"
"392","Aimophila ruficeps","Aimophila_ruficeps","Emberizidae","Passeriformes",14.9,8.2,4.1,5,19.8,59.9,7.7,52.2,12.8,62,18.7,"Shrubland",2,"1","Herbivore","Granivore","Generalist",16.02,40.58,29.22,-105.07,1184786.97,"Extant"
"393","Arremonops chloronotus","Arremonops_chloronotus","Emberizidae","Passeriformes",15.9,10.1,5.6,7.9,23.8,66,4.5,61.5,6.8,57.1,27.4,"Forest",1,"1","Herbivore","Omnivore","Generalist",14.84,21.52,17.68,-89.67,234300.88,"Extant"
"394","Aimophila notosticta","Aimophila_notosticta","Emberizidae","Passeriformes",15.9,9.4,5.2,6.3,24,67.1,5.6,61.5,8.3,74.2,27.1,"Shrubland",2,"1","Herbivore","Omnivore","Generalist",15.95,18.36,17.14,-96.97,29968.21,"Extant"
"395","Cinclidium diana","Cinclidium_diana","Muscicapidae","Passeriformes",16.3,9.4,3.6,4.3,26,83,13,69.8,15.7,66,26.2,"Forest",1,"1","Carnivore","Invertivore","Generalist",-7.5,5.51,0.16,100.25,91597.85,"Extant"
"396","Copsychus cebuensis","Copsychus_cebuensis","Muscicapidae","Passeriformes",17.8,11.6,4,5.1,25.5,88.3,13.4,74.9,15.1,88.2,28.5,"Forest",1,"1","Carnivore","Invertivore","Generalist",9.41,11.28,10.31,123.72,4442.73,"Extant"
