Phylo,Family,Order,Scientific_name,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status
Histrionicus_histrionicus,Anatidae,Anseriformes,Histrionicus histrionicus,27.3,16.9,12.7,10.5,33,194,95,95,50,87.5,561.6,Marine,3,2,Carnivore,Aquatic predator,Aquatic,42.67,73.72,59.49,20.66,7912681.94,Extant
Hymenolaimus_malacorhynchos,Anatidae,Anseriformes,Hymenolaimus malacorhynchos,42.2,30.1,16.1,14.7,42.2,228.2,100.2,128.1,43.8,100.5,830,Riverine,3,1,Carnivore,Aquatic predator,Aquatic,-45.92,-37.78,-41.63,172.68,54832.86,Extant
Lophodytes_cucullatus,Anatidae,Anseriformes,Lophodytes cucullatus,39.6,27.6,8.3,9.3,29.2,186.6,95,91.5,50.9,85.6,613.8,Wetland,3,3,Carnivore,Aquatic predator,Aquatic,29.76,56.35,44.5,-91.96,5510396.5,Extant
Lophonetta_specularioides,Anatidae,Anseriformes,Lophonetta specularioides,49.3,33.2,18.4,15.3,46.2,269.2,117.5,153.5,43.5,124.6,1019.9,Wetland,3,1,Carnivore,Aquatic predator,Generalist,-55.98,-7.64,-33.94,-69.4,1859148.87,Extant
Malacorhynchus_membranaceus,Anatidae,Anseriformes,Malacorhynchus membranaceus,67.6,54,15.3,17.2,31.8,183.7,81.6,99.1,45.1,65.5,372.8,Wetland,3,2,Omnivore,Omnivore,Aquatic,-38.86,-19.15,-31.58,136.15,1457174.78,Extant
Marmaronetta_angustirostris,Anatidae,Anseriformes,Marmaronetta angustirostris,46.4,36,14.8,13.1,32.5,200.7,95.2,104.3,47.7,70.2,477,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,25.2,46.95,37.8,47.74,1461550.24,Extant
Melanitta_fusca,Anatidae,Anseriformes,Melanitta fusca,50.9,28.9,26.7,14.8,42.5,264.6,129.6,133.4,49.3,73.6,1800.2,Wetland,3,3,Carnivore,Aquatic predator,Aquatic,38.01,72.61,61.23,37.27,16433860.14,Extant
Melanitta_nigra,Anatidae,Anseriformes,Melanitta nigra,47.2,24.6,21.6,12.4,39.7,220.8,102.1,117.8,46.5,77.7,1050,Wetland,3,3,Carnivore,Aquatic predator,Aquatic,47.84,75.6,65.12,52.22,8189700.24,Extant
Melanitta_perspicillata,Anatidae,Anseriformes,Melanitta perspicillata,58.8,25.2,21.6,15.9,38,226.3,115,109.5,51.2,72.8,1096.3,Wetland,3,3,Carnivore,Aquatic predator,Aquatic,51.39,71.39,61.33,-124.67,4808381.84,Extant
Merganetta_armata,Anatidae,Anseriformes,Merganetta armata,33.5,21,9.8,9.8,36.2,163.4,63.1,106.4,37.4,111.1,398.8,Riverine,3,1,Carnivore,Aquatic predator,Aquatic,-54.95,9.79,-24.14,-71.85,1090659.13,Extant
Mergellus_albellus,Anatidae,Anseriformes,Mergellus albellus,32,18,8.3,9.5,30.2,187.3,98.8,85.5,53.8,70.3,608.6,Wetland,3,3,Carnivore,Aquatic predator,Aquatic,49.64,71,60.6,90.3,11990223.32,Extant
Mergus_merganser,Anatidae,Anseriformes,Mergus merganser,69.4,38.4,10.4,11.7,50.9,270.8,123.8,145.7,46,107.2,1451,Riverine,3,3,Carnivore,Aquatic predator,Aquatic,29.19,71.19,54.96,28.88,24915961.61,Extant
Mergus_octosetaceus,Anatidae,Anseriformes,Mergus octosetaceus,56.1,36.2,7.9,10.4,38.6,196.2,79.2,117.1,40.4,81,983,Riverine,3,1,Carnivore,Aquatic predator,Aquatic,-26.5,-9.93,-12.9,-46.05,51321.75,Extant
Mergus_serrator,Anatidae,Anseriformes,Mergus serrator,65,42.8,8.2,10.6,45.5,233.6,114.8,118,49.3,76.2,1015.2,Wetland,3,3,Carnivore,Aquatic predator,Aquatic,42.01,75.22,60.86,26.86,23632905.44,Extant
Mergus_squamatus,Anatidae,Anseriformes,Mergus squamatus,60.1,33.7,8.2,9.8,43.5,256.2,124.4,131.8,48.6,99,1234,Wetland,3,3,Carnivore,Aquatic predator,Aquatic,40.3,51.58,45.96,134.05,302689.47,Extant
Neochen_jubata,Anatidae,Anseriformes,Neochen jubata,36.8,23.9,17.4,14.7,60.9,298,131.2,173,43.1,100,1250,Riverine,3,2,Herbivore,Herbivore terrestrial,Terrestrial,-24.69,9.44,-5.56,-62.11,7934083.33,Extant
Netta_erythrophthalma,Anatidae,Anseriformes,Netta erythrophthalma,45,32.6,19.5,13.5,33.6,208,93.1,114.7,44.8,52.4,780.4,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,-34.84,15.22,-12.6,12.81,10612856.99,Extant
Netta_peposaca,Anatidae,Anseriformes,Netta peposaca,61.3,36.5,21.5,14.3,37.6,230.7,102.5,128,44.5,62.2,1000,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,-55.98,-13.87,-31.73,-61.67,5216896.73,Extant
Netta_rufina,Anatidae,Anseriformes,Netta rufina,49.9,33.4,21.1,14.9,37.2,258.3,125.3,138.2,47.5,69.3,1118,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,30.03,55.97,46.6,71.79,6127779.64,Extant
Nettapus_auritus,Anatidae,Anseriformes,Nettapus auritus,27.8,18,10.8,12.4,24.8,149.6,65,83.2,43.8,66.2,266,Wetland,3,1,Omnivore,Herbivore aquatic,Aquatic,-31.41,17.27,-0.03,22.51,17754493.4,Extant
Nettapus_coromandelianus,Anatidae,Anseriformes,Nettapus coromandelianus,26.6,16.7,11.1,10.2,23.6,158.5,69.2,88.3,43.9,64.5,391.3,Wetland,3,1,Herbivore,Herbivore aquatic,Aquatic,-33.29,34.73,16.85,100.56,9230293.27,Extant
Nettapus_pulchellus,Anatidae,Anseriformes,Nettapus pulchellus,27,18.4,11.4,11.3,25.7,168.8,74.4,92.8,44.5,63.2,307,Wetland,3,1,Herbivore,Herbivore aquatic,Aquatic,-28.32,-1.18,-15.23,138.68,1681125.92,Extant
Nomonyx_dominicus,Anatidae,Anseriformes,Nomonyx dominicus,39.6,22.2,16.2,11.2,24.1,138.1,55.4,79.8,41,85.8,365,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,-36.06,29.1,-10.71,-57.31,8398764.69,Extant
Oxyura_australis,Anatidae,Anseriformes,Oxyura australis,44.2,25.5,19.4,12.1,33.2,154,66,88,42.9,61.5,798,Wetland,3,2,Omnivore,Herbivore aquatic,Aquatic,-43.64,-24.72,-33.88,143.57,544505.23,Extant
Oxyura_jamaicensis,Anatidae,Anseriformes,Oxyura jamaicensis,47.7,25.6,21,11.7,33.7,147.4,59.4,90.3,39.8,71.8,608.2,Wetland,3,1,Omnivore,Aquatic predator,Aquatic,-55.35,65.88,30.21,-100.89,8821560.01,Extant
Oxyura_leucocephala,Anatidae,Anseriformes,Oxyura leucocephala,48,27.3,19.9,13.3,32,148.4,68.8,77.8,47,88.2,661.1,Wetland,3,1,Omnivore,Aquatic predator,Aquatic,27.72,61.61,48.43,65.67,4016410.78,Extant
Oxyura_maccoa,Anatidae,Anseriformes,Oxyura maccoa,45.6,22.4,21.6,11.6,33.3,156.4,66,89.2,42.5,68.2,674,Wetland,3,1,Omnivore,Omnivore,Aquatic,-34.84,15.46,-23.59,24.7,2242706.43,Extant
Oxyura_vittata,Anatidae,Anseriformes,Oxyura vittata,43.4,24,18.6,11.2,32.1,137.9,54.2,87,38.3,75.8,642.7,Wetland,3,2,Omnivore,Herbivore aquatic,Aquatic,-53.48,-27.95,-38.61,-66.22,1986790.01,Extant
Plectropterus_gambensis,Anatidae,Anseriformes,Plectropterus gambensis,78.6,49.6,30.5,25.3,110.5,522.6,172.2,343.5,33.5,177.2,3869,Wetland,3,3,Herbivore,Omnivore,Terrestrial,-34.84,18.25,-4.43,19.84,15772780.82,Extant
Polysticta_stelleri,Anatidae,Anseriformes,Polysticta stelleri,39.3,25,14.4,14.5,33.9,203.6,99.8,103.4,49.1,79,806.8,Marine,3,3,Carnivore,Aquatic predator,Aquatic,58.39,77.73,70.64,58.58,2209280.29,Extant
Pteronetta_hartlaubii,Anatidae,Anseriformes,Pteronetta hartlaubii,50,33.6,19.8,15.4,41.6,267,87.6,178.4,33,95,790,Wetland,3,2,Carnivore,Aquatic predator,Generalist,-9.73,10.98,1.6,14.93,4283729.6,Extant
Salvadorina_waigiuensis,Anatidae,Anseriformes,Salvadorina waigiuensis,40.6,26.5,16.2,12.2,37.3,186,81.2,104.8,43.6,92.5,324,Riverine,3,1,Carnivore,Aquatic predator,Aquatic,-10.36,-0.34,-5.25,141.6,339423.01,Extant
Sarkidiornis_melanotos,Anatidae,Anseriformes,Sarkidiornis melanotos,53.5,33.6,22,18.2,53.8,318.2,133.3,179.4,42.7,107.6,2610,Wetland,3,1,Herbivore,Herbivore aquatic,Generalist,-33.77,31.62,-4.19,1.97,28376456.45,Extant
Somateria_fischeri,Anatidae,Anseriformes,Somateria fischeri,46,25.8,18.7,14.5,40.2,246,110.7,135.3,45,64.2,1557.2,Coastal,3,2,Carnivore,Aquatic predator,Aquatic,59.8,76.3,68.47,-15.37,1068843.97,Extant
Somateria_mollissima,Anatidae,Anseriformes,Somateria mollissima,62.1,28,19.1,16.9,47.5,280.2,126.2,154.5,44.9,88.1,2060.9,Marine,3,2,Carnivore,Aquatic predator,Aquatic,41.77,81.4,64.94,-48.4,3321100.72,Extant
Somateria_spectabilis,Anatidae,Anseriformes,Somateria spectabilis,33.8,23.6,17.5,14.1,42.8,266.3,130.8,136.7,48.9,76.2,1616.7,Marine,3,3,Carnivore,Aquatic predator,Aquatic,60.53,83.63,73.18,-34.85,3200134.05,Extant
Speculanas_specularis,Anatidae,Anseriformes,Speculanas specularis,52.2,37.3,19.3,15.9,44.3,261.8,109.8,148,42.6,108.6,1496.1,Riverine,3,1,Herbivore,Herbivore aquatic,Generalist,-55.98,-38.75,-48.53,-71.93,386663.05,Extant
Stictonetta_naevosa,Anatidae,Anseriformes,Stictonetta naevosa,57.9,40.5,16.2,16.8,38.9,232.5,110,122.5,47.3,62,903.3,Wetland,3,2,Herbivore,Herbivore aquatic,Generalist,-39.14,-16.12,-26.74,134.52,5897864.38,Extant
Tachyeres_brachypterus,Anatidae,Anseriformes,Tachyeres brachypterus,60.1,32.1,27.8,23,59.9,244.8,112.9,144.1,43.9,96.2,3450,Marine,3,2,Carnivore,Aquatic predator,Aquatic,-52.45,-51.01,-51.74,-59.38,12033.8,Extant
Tachyeres_leucocephalus,Anatidae,Anseriformes,Tachyeres leucocephalus,61.5,36.6,27.4,22.5,63,275,108,167,39.3,165,3013,Coastal,3,2,Carnivore,Aquatic predator,Aquatic,-48.83,-41.92,-45.35,-65.77,49163.72,Extant
Tachyeres_patachonicus,Anatidae,Anseriformes,Tachyeres patachonicus,53.7,31,25,20.3,53.1,287,128.7,161.5,44.4,98,2821.6,Marine,3,2,Carnivore,Aquatic predator,Aquatic,-55.98,-35.92,-45.83,-70.45,1006665.14,Extant
Tachyeres_pteneres,Anatidae,Anseriformes,Tachyeres pteneres,60.1,34.1,31.4,24.6,62.3,260.8,113.2,149,43,94.6,4737.6,Marine,3,2,Carnivore,Aquatic predator,Aquatic,-56.28,-41.48,-50.16,-72.62,328083.84,Extant
Tadorna_cana,Anatidae,Anseriformes,Tadorna cana,52.9,31.7,19.8,13.9,57.4,345.2,161.5,179.5,47.4,110.4,1182,Wetland,3,2,Herbivore,Omnivore,Terrestrial,-34.84,-18.89,-27.63,21.97,1631456.11,Extant
Tadorna_ferruginea,Anatidae,Anseriformes,Tadorna ferruginea,47,29.2,18.6,14.4,54.5,355.5,169.5,180,48.5,124.7,1235,Wetland,3,2,Omnivore,Omnivore,Terrestrial,6.28,56.92,41.82,70.95,18403211.28,Extant
Tadorna_radjah,Anatidae,Anseriformes,Tadorna radjah,46.3,32,20,14.8,50.1,270,100.2,160.6,38.5,98,885.2,Coastal,3,2,Carnivore,Aquatic predator,Terrestrial,-28.29,2.23,-13.07,138.88,2173785.4,Extant
Tadorna_tadorna,Anatidae,Anseriformes,Tadorna tadorna,54.2,31,18.4,14.9,51.6,313.9,161.7,150.4,51.8,109.9,1146.8,Coastal,3,2,Carnivore,Aquatic predator,Generalist,27.72,70.31,48.41,66.23,9435093.57,Extant
Tadorna_tadornoides,Anatidae,Anseriformes,Tadorna tadornoides,51,33.3,19,15.8,61.9,353.5,177,176.5,50.1,106,1418.7,Wetland,3,2,Omnivore,Omnivore,Terrestrial,-47.29,-18.46,-31.63,137.13,3300063.22,Extant
Tadorna_variegata,Anatidae,Anseriformes,Tadorna variegata,48.6,28.9,19.1,14.6,60.8,351.2,152.8,193.2,44.1,131,1541,Grassland,3,2,Herbivore,Omnivore,Terrestrial,-47.29,-34.39,-41.77,172.6,268823.5,Extant
Thalassornis_leuconotus,Anatidae,Anseriformes,Thalassornis leuconotus,40,23,19.4,12.5,37.9,166.5,58.8,109.2,35.1,41.8,707.5,Wetland,3,1,Herbivore,Herbivore aquatic,Aquatic,-34.84,16.85,-10.93,29.51,10032374.01,Extant
